vcv_accession	rcv_accession	gene_symbols	review_stars	review_status	clinical_significance	conditions
VCV000205963	RCV004799197	KCNQ3	1	criteria provided, single submitter	Pathogenic	{'name': 'KCNQ3-related Autism and developmental disability'}
VCV000205963	RCV005365110	KCNQ3	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000207012	RCV000189164	SCN2A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000207012	RCV002517894	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'};{'name': 'Seizures, benign familial infantile, 3', 'database': 'MedGen', 'id': 'C1843140'}
VCV000207017	RCV000189169	SCN2A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000207017	RCV000679890	SCN2A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'}
VCV000207017	RCV001054289	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'};{'name': 'Seizures, benign familial infantile, 3', 'database': 'MedGen', 'id': 'C1843140'}
VCV000207017	RCV001265496	SCN2A	0	no assertion criteria provided	Likely pathogenic	{'name': 'Complex neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C5568766'}
VCV000207017	RCV004734835	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'SCN2A-related disorder'}
VCV000207028	RCV000189180	SCN2A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000207028	RCV001200926	SCN2A	0	no assertion criteria provided	Pathogenic	{'name': 'Episodic ataxia, type 9', 'database': 'MedGen', 'id': 'C5394520'}
VCV000207028	RCV001281369	SCN2A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'}
VCV000207028	RCV001374453	SCN2A	0	no assertion criteria provided	Pathogenic	{'name': 'Seizures, benign familial infantile, 3', 'database': 'MedGen', 'id': 'C1843140'}
VCV000207028	RCV001387542	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'};{'name': 'Seizures, benign familial infantile, 3', 'database': 'MedGen', 'id': 'C1843140'}
VCV000207028	RCV006704616	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'SCN2A-related disorder'}
VCV000207055	RCV000189209	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000207055	RCV001265489	SCN2A	0	no assertion criteria provided	Pathogenic	{'name': 'Complex neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C5568766'}
VCV000207131	RCV000189289	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000207131	RCV000239726	SCN8A	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 13', 'database': 'MedGen', 'id': 'C3281191'}
VCV000207131	RCV000416947	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'Epileptic encephalopathy', 'database': 'MedGen', 'id': 'C0543888'}
VCV000207131	RCV002252035	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'See cases'}
VCV000207131	RCV002281572	SCN8A	0	no assertion criteria provided	Pathogenic	{'name': 'Seizures, benign familial infantile, 5', 'database': 'MedGen', 'id': 'C4310728'}
VCV000207131	RCV006461951	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'Early-infantile DEE', 'database': 'MedGen', 'id': 'C0393706'}
VCV000207132	RCV000189290	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000207132	RCV006461952	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'Early-infantile DEE', 'database': 'MedGen', 'id': 'C0393706'}
VCV000207950	RCV000190230	RYR2	0	no assertion criteria provided	Uncertain significance	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'}
VCV000207950	RCV000845458	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Primary familial dilated cardiomyopathy', 'database': 'MedGen', 'id': 'C0340427'}
VCV000207950	RCV001189469	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiomyopathy', 'database': 'MedGen', 'id': 'C0878544'}
VCV000207950	RCV003103744	RYR2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Catecholaminergic polymorphic ventricular tachycardia 1', 'database': 'MedGen', 'id': 'C1631597'}
VCV000207950	RCV003996901	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Catecholaminergic polymorphic ventricular tachycardia', 'database': 'MedGen', 'id': 'C5574922'}
VCV000207950	RCV004020299	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000208142	RCV000190350	STAT1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome', 'database': 'MedGen', 'id': 'C3279990'}
VCV000208332	RCV000207016	PRKAG3	0	no assertion criteria provided	Uncertain significance	{'name': 'Increased muscle glycogen content', 'database': 'MedGen', 'id': 'C1968729'}
VCV000208337	RCV000190416	NOTCH1	0	no assertion criteria provided	Pathogenic	{'name': 'Early T cell progenitor acute lymphoblastic leukemia', 'database': 'MedGen', 'id': 'C4329780'}
VCV000208339	RCV000190419	CSF3R	0	no assertion criteria provided	Pathogenic	{'name': 'Early T cell progenitor acute lymphoblastic leukemia', 'database': 'MedGen', 'id': 'C4329780'}
VCV000208339	RCV001070576	CSF3R	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Autosomal recessive severe congenital neutropenia due to CSF3R deficiency', 'database': 'MedGen', 'id': 'C4310764'}
VCV000208339	RCV001269671	CSF3R	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000208339	RCV006704619	CSF3R	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Hereditary neutrophilia', 'database': 'MedGen', 'id': 'C0543669'}
VCV000208500	RCV000190513	SCN8A	0	no assertion criteria provided	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 13', 'database': 'MedGen', 'id': 'C3281191'}
VCV000208500	RCV000850597	SCN8A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Developmental and epileptic encephalopathy, 13', 'database': 'MedGen', 'id': 'C3281191'};{'name': 'Seizures, benign familial infantile, 5', 'database': 'MedGen', 'id': 'C4310728'}
VCV000208500	RCV002444773	SCN8A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000208500	RCV006462034	SCN8A	1	criteria provided, single submitter	Pathogenic	{'name': 'Early-infantile DEE', 'database': 'MedGen', 'id': 'C0393706'}
VCV000208682	RCV000190696	CACNA1C	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000208682	RCV001795308	CACNA1C	1	criteria provided, single submitter	Pathogenic	{'name': 'Timothy syndrome', 'database': 'MedGen', 'id': 'C1832916'}
VCV000208682	RCV005404372	CACNA1C	1	criteria provided, single submitter	Pathogenic	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000208684	RCV000190699	MAGEL2	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000208684	RCV000238706	MAGEL2	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000208684	RCV000508676	MAGEL2	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Schaaf-Yang syndrome', 'database': 'MedGen', 'id': 'C5575066'}
VCV000208684	RCV000762935	MAGEL2	1	criteria provided, single submitter	Pathogenic	{'name': 'Prader-Willi syndrome', 'database': 'MedGen', 'id': 'C0032897'};{'name': 'Schaaf-Yang syndrome', 'database': 'MedGen', 'id': 'C5575066'}
VCV000208684	RCV003407693	MAGEL2	1	criteria provided, single submitter	Pathogenic	{'name': 'MAGEL2-related disorder'}
VCV000208692	RCV000190709	PDGFRB	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000208692	RCV005222819	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'Acroosteolysis-keloid-like lesions-premature aging syndrome', 'database': 'MedGen', 'id': 'C1866182'};{'name': 'Basal ganglia calcification, idiopathic, 4', 'database': 'MedGen', 'id': 'C3554321'};{'name': 'Infantile myofibromatosis', 'database': 'MedGen', 'id': 'C0432284'};{'name': 'Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome', 'database': 'MedGen', 'id': 'C4225270'}
VCV000209088	RCV000191027	LZTR1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Noonan syndrome 10', 'database': 'MedGen', 'id': 'C4225280'}
VCV000209088	RCV000413889	LZTR1	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000209088	RCV000763072	LZTR1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'LZTR1-related schwannomatosis', 'database': 'MedGen', 'id': 'C3810283'};{'name': 'Noonan syndrome 10', 'database': 'MedGen', 'id': 'C4225280'}
VCV000209088	RCV001526613	LZTR1	1	criteria provided, single submitter	Pathogenic	{'name': 'Fetal cystic hygroma', 'database': 'MedGen', 'id': 'C0948242'}
VCV000209088	RCV002381647	LZTR1	1	criteria provided, single submitter	Pathogenic	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'};{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000209088	RCV003988835	LZTR1	1	criteria provided, single submitter	Pathogenic	{'name': 'LZTR1-related schwannomatosis', 'database': 'MedGen', 'id': 'C3810283'}
VCV000209088	RCV004576927	LZTR1	3	reviewed by expert panel	Likely pathogenic	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV000209088	RCV004698786	LZTR1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Noonan syndrome 1', 'database': 'MedGen', 'id': 'C4551602'}
VCV000209088	RCV004734846	LZTR1	0	no assertion criteria provided	Pathogenic	{'name': 'LZTR1-related disorder'}
VCV000209088	RCV005625421	LZTR1	1	criteria provided, single submitter	Pathogenic	{'name': 'Noonan syndrome', 'database': 'MedGen', 'id': 'C0028326'}
VCV000210067	RCV000192390	ABCC8	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000210067	RCV000666629	ABCC8	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hyperinsulinemic hypoglycemia, familial, 1', 'database': 'MedGen', 'id': 'C2931832'}
VCV000210067	RCV000710372	ABCC8	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000210067	RCV000763720	ABCC8	1	criteria provided, single submitter	Uncertain significance	{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'};{'name': 'Hyperinsulinemic hypoglycemia, familial, 1', 'database': 'MedGen', 'id': 'C2931832'};{'name': 'Leucine-induced hypoglycemia', 'database': 'MedGen', 'id': 'C0271714'};{'name': 'Permanent neonatal diabetes mellitus', 'database': 'MedGen', 'id': 'C1833104'};{'name': 'Type 2 diabetes mellitus', 'database': 'MedGen', 'id': 'C0011860'}
VCV000210067	RCV001102903	ABCC8	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'}
VCV000210067	RCV001102904	ABCC8	1	criteria provided, single submitter	Benign	{'name': 'Permanent neonatal diabetes mellitus', 'database': 'MedGen', 'id': 'C1833104'}
VCV000210067	RCV001272242	ABCC8	0	no assertion criteria provided	Uncertain significance	{'name': 'Hereditary hyperinsulinism'}
VCV000210067	RCV001336810	ABCC8	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'Type 2 diabetes mellitus', 'database': 'MedGen', 'id': 'C0011860'}
VCV000210067	RCV001449652	ABCC8	1	criteria provided, single submitter	Uncertain significance	{'name': 'Diabetes mellitus, permanent neonatal 3', 'database': 'MedGen', 'id': 'C5394303'}
VCV000210067	RCV003491936	ABCC8	0	no assertion criteria provided	Uncertain significance	{'name': 'Hypoglycemia', 'database': 'MedGen', 'id': 'C0020615'}
VCV000210067	RCV004530090	ABCC8	1	criteria provided, single submitter	Uncertain significance	{'name': 'ABCC8-related disorder'}
VCV000210067	RCV005042408	ABCC8	1	criteria provided, single submitter	Likely benign	{'name': 'Diabetes mellitus, permanent neonatal 3', 'database': 'MedGen', 'id': 'C5394303'};{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'};{'name': 'Hyperinsulinemic hypoglycemia, familial, 1', 'database': 'MedGen', 'id': 'C2931832'};{'name': 'Leucine-induced hypoglycemia', 'database': 'MedGen', 'id': 'C0271714'};{'name': 'Type 2 diabetes mellitus', 'database': 'MedGen', 'id': 'C0011860'}
VCV000210067	RCV005361103	ABCC8	1	criteria provided, single submitter	Uncertain significance	{'name': 'Pulmonary arterial hypertension', 'database': 'MedGen', 'id': 'C2973725'}
VCV000210071	RCV000193433	ABCC8	2	criteria provided, multiple submitters, no conflicts	Likely benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000210071	RCV000671926	ABCC8	1	criteria provided, single submitter	Benign	{'name': 'Hyperinsulinemic hypoglycemia, familial, 1', 'database': 'MedGen', 'id': 'C2931832'}
VCV000210071	RCV000952127	ABCC8	2	criteria provided, multiple submitters, no conflicts	Likely benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000210071	RCV001174394	ABCC8	1	criteria provided, single submitter	Benign	{'name': 'Monogenic diabetes', 'database': 'MedGen', 'id': 'C3888631'}
VCV000210071	RCV001274301	ABCC8	0	no assertion criteria provided	Benign	{'name': 'Hereditary hyperinsulinism'}
VCV000210076	RCV000192916	ABCC8	1	criteria provided, single submitter	Pathogenic	{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'}
VCV000210076	RCV001640282	ABCC8	0	no assertion criteria provided	Pathogenic	{'name': 'Type 2 diabetes mellitus', 'database': 'MedGen', 'id': 'C0011860'}
VCV000210076	RCV002051825	ABCC8	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neonatal diabetes mellitus', 'database': 'MedGen', 'id': 'C0158981'}
VCV000210076	RCV002500586	ABCC8	1	criteria provided, single submitter	Pathogenic	{'name': 'Diabetes mellitus, permanent neonatal 3', 'database': 'MedGen', 'id': 'C5394303'};{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'};{'name': 'Hyperinsulinemic hypoglycemia, familial, 1', 'database': 'MedGen', 'id': 'C2931832'};{'name': 'Leucine-induced hypoglycemia', 'database': 'MedGen', 'id': 'C0271714'};{'name': 'Type 2 diabetes mellitus', 'database': 'MedGen', 'id': 'C0011860'}
VCV000210076	RCV002517038	ABCC8	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000210076	RCV003987437	ABCC8	1	criteria provided, single submitter	Pathogenic	{'name': 'Familial hyperinsulinism', 'database': 'MedGen', 'id': 'C3888018'}
VCV000210076	RCV005230050	ABCC8	1	criteria provided, single submitter	Pathogenic	{'name': 'ABCC8-related disorder'}
VCV000210076	RCV005410893	ABCC8	0	no assertion criteria provided	Pathogenic	{'name': 'Diabetes mellitus, permanent neonatal 3', 'database': 'MedGen', 'id': 'C5394303'}
VCV000210076	RCV005410894	ABCC8	0	no assertion criteria provided	Pathogenic	{'name': 'Maturity-onset diabetes of the young, type 12', 'database': 'MedGen', 'id': 'C6012723'}
VCV000213498	RCV000198493	FLNA	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000213498	RCV003333048	FLNA	1	criteria provided, single submitter	Pathogenic	{'name': 'Heterotopia, periventricular, X-linked dominant', 'database': 'MedGen', 'id': 'C1848213'}
VCV000213498	RCV003765249	FLNA	1	criteria provided, single submitter	Pathogenic	{'name': 'Frontometaphyseal dysplasia', 'database': 'MedGen', 'id': 'C0265293'};{'name': 'Heterotopia, periventricular, X-linked dominant', 'database': 'MedGen', 'id': 'C1848213'};{'name': 'Melnick-Needles syndrome', 'database': 'MedGen', 'id': 'C0025237'};{'name': 'Oto-palato-digital syndrome, type II', 'database': 'MedGen', 'id': 'C1844696'}
VCV000213816	RCV000200855	TBX5	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'CN517202'}
VCV000215997	RCV000197359	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Li-Fraumeni syndrome', 'database': 'MedGen', 'id': 'C0085390'}
VCV000215997	RCV000235315	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000215997	RCV000568594	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV000215997	RCV000785533	TP53	0	no assertion criteria provided	Likely pathogenic	{'name': 'Ovarian neoplasm', 'database': 'MedGen', 'id': 'C0919267'}
VCV000215997	RCV001610519	TP53	0	no assertion criteria provided	Pathogenic	{'name': 'Breast carcinoma', 'database': 'MedGen', 'id': 'C0678222'}
VCV000215997	RCV002288809	TP53	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Li-Fraumeni syndrome 1', 'database': 'MedGen', 'id': 'C1835398'}
VCV000215997	RCV003320135	TP53	0	no assertion criteria provided	Likely pathogenic	{'name': 'Acute myeloid leukemia', 'database': 'MedGen', 'id': 'C0023467'}
VCV000215997	RCV003468892	TP53	1	criteria provided, single submitter	Pathogenic	{'name': 'Adrenocortical carcinoma, hereditary', 'database': 'MedGen', 'id': 'C1859972'}
VCV000216482	RCV000357942	CACNA1C	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000216482	RCV000519629	CACNA1C	1	criteria provided, single submitter	Uncertain significance	{'name': 'Timothy syndrome', 'database': 'MedGen', 'id': 'C1832916'}
VCV000216482	RCV000617693	CACNA1C	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV000216482	RCV001084051	CACNA1C	1	criteria provided, single submitter	Likely benign	{'name': 'Long QT syndrome', 'database': 'MedGen', 'id': 'C0023976'}
VCV000216482	RCV001842950	CACNA1C	0	no assertion criteria provided	Uncertain significance	{'name': 'Cardiac arrhythmia', 'database': 'MedGen', 'id': 'C0003811'}
VCV000216482	RCV003955212	CACNA1C	0	no assertion criteria provided	Likely benign	{'name': 'CACNA1C-related disorder', 'database': 'MedGen', 'id': 'CN381092'}
VCV000216680	RCV000195827	SLC40A1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hemochromatosis type 4', 'database': 'MedGen', 'id': 'C1853733'}
VCV000216734	RCV000199358	TRPV4	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Charcot-Marie-Tooth disease axonal type 2C', 'database': 'MedGen', 'id': 'C1853710'}
VCV000216734	RCV000413068	TRPV4	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000216734	RCV002433891	TRPV4	1	criteria provided, single submitter	Uncertain significance	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000217122	RCV000200957	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'Skeletal overgrowth-craniofacial dysmorphism-hyperelastic skin-white matter lesions syndrome', 'database': 'MedGen', 'id': 'C4225270'}
VCV000217122	RCV001335958	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'Myeloproliferative disorder, chronic, with eosinophilia', 'database': 'MedGen', 'id': 'C1851585'}
VCV000217122	RCV006547812	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000217823	RCV000201885	MTOR	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome', 'database': 'MedGen', 'id': 'C4225259'}
VCV000217823	RCV000255268	MTOR	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000217823	RCV000624365	MTOR	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV000217823	RCV001003568	MTOR	0	no assertion criteria provided	Pathogenic	{'name': 'Severe intellectual disability', 'database': 'MedGen', 'id': 'C0036857'}
VCV000217823	RCV001256976	MTOR	0	no assertion criteria provided	Pathogenic	{'name': 'Rare genetic intellectual disability', 'database': 'MedGen', 'id': 'C5680527'}
VCV000217823	RCV001260508	MTOR	1	criteria provided, single submitter	Pathogenic	{'name': 'CEBALID syndrome', 'database': 'MedGen', 'id': 'C5394044'}
VCV000217823	RCV001329983	MTOR	1	criteria provided, single submitter	Pathogenic	{'name': 'Isolated focal cortical dysplasia type II', 'database': 'MedGen', 'id': 'C1846385'}
VCV000217823	RCV001544505	MTOR	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'Intellectual disability', 'database': 'MedGen', 'id': 'C3714756'}
VCV000217823	RCV003883143	MTOR	1	criteria provided, single submitter	Pathogenic	{'name': 'Isolated focal cortical dysplasia type II', 'database': 'MedGen', 'id': 'C1846385'};{'name': 'Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome', 'database': 'MedGen', 'id': 'C4225259'}
VCV000217823	RCV006547814	MTOR	1	criteria provided, single submitter	Pathogenic	{'name': 'Overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes', 'database': 'MedGen', 'id': 'CN300503'}
VCV000217849	RCV000201883	ALK	0	no assertion criteria provided	Pathogenic	{'name': 'Neuroblastoma, susceptibility to, 3', 'database': 'MedGen', 'id': 'C2751681'}
VCV000217850	RCV000201918	ALK	0	no assertion criteria provided	Pathogenic	{'name': 'Neuroblastoma, susceptibility to, 3', 'database': 'MedGen', 'id': 'C2751681'}
VCV000217858	RCV000201889	ALK	0	no assertion criteria provided	Pathogenic	{'name': 'Neuroblastoma, susceptibility to, 3', 'database': 'MedGen', 'id': 'C2751681'}
VCV000217865	RCV000201931	PRDM8	0	no assertion criteria provided	Pathogenic	{'name': 'Early-onset Lafora body disease', 'database': 'MedGen', 'id': 'C4225258'}
VCV000218329	RCV000202590	MC4R	1	criteria provided, single submitter	Likely benign	{'name': 'Obesity', 'database': 'MedGen', 'id': 'C0028754'}
VCV000218329	RCV000419291	MC4R	2	criteria provided, multiple submitters, no conflicts	Benign/Likely benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000218329	RCV000445524	MC4R	1	criteria provided, single submitter	Benign	{'name': 'Monogenic diabetes', 'database': 'MedGen', 'id': 'C3888631'}
VCV000218329	RCV000501342	MC4R	1	criteria provided, single submitter	Likely benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000218329	RCV002500636	MC4R	1	criteria provided, single submitter	Benign	{'name': 'BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20', 'database': 'MedGen', 'id': 'C4759928'}
VCV000218329	RCV003977551	MC4R	0	no assertion criteria provided	Benign	{'name': 'MC4R-related disorder'}
VCV000218330	RCV000202600	MC4R	1	criteria provided, single submitter	Benign	{'name': 'Obesity', 'database': 'MedGen', 'id': 'C0028754'}
VCV000218330	RCV000445452	MC4R	1	criteria provided, single submitter	Benign	{'name': 'Monogenic diabetes', 'database': 'MedGen', 'id': 'C3888631'}
VCV000218330	RCV000768671	MC4R	0	no assertion criteria provided	Benign	{'name': 'MC4R POLYMORPHISM'}
VCV000218330	RCV000768672	MC4R	0	no assertion criteria provided	protective	{'name': 'OBESITY, RESISTANCE TO', 'database': 'MedGen', 'id': 'C5193151'}
VCV000218330	RCV001699064	MC4R	1	criteria provided, single submitter	Benign	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV000218330	RCV001778791	MC4R	1	criteria provided, single submitter	Benign	{'name': 'BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20', 'database': 'MedGen', 'id': 'C4759928'}
VCV000218330	RCV002057039	MC4R	2	criteria provided, multiple submitters, no conflicts	Benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000218330	RCV003977552	MC4R	0	no assertion criteria provided	Benign	{'name': 'MC4R-related disorder'}
VCV000218330	RCV006629096	MC4R	1	criteria provided, single submitter	Benign	{'name': 'Early onset severe obesity', 'database': 'MedGen', 'id': 'C4013980'}
VCV000218935	RCV000203292	PDGFRB	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Myofibromatosis, infantile, 1', 'database': 'MedGen', 'id': 'C4551572'}
VCV000218935	RCV000454371	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'Infantile myofibromatosis', 'database': 'MedGen', 'id': 'C0432284'}
VCV000218935	RCV002254286	PDGFRB	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000222077	RCV000207510	BRAF	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000222077	RCV001781616	BRAF	1	criteria provided, single submitter	Pathogenic	{'name': 'Noonan syndrome 7', 'database': 'MedGen', 'id': 'C3150970'}
VCV000222077	RCV004798811	BRAF	1	criteria provided, single submitter	Pathogenic	{'name': 'Melanoma', 'database': 'MedGen', 'id': 'C0025202'}
VCV000222077	RCV005632316	BRAF	0	no assertion criteria provided	Likely pathogenic	{'name': 'Cardiofaciocutaneous syndrome 1', 'database': 'MedGen', 'id': 'CN029449'};{'name': 'LEOPARD syndrome 3', 'database': 'MedGen', 'id': 'C3150971'};{'name': 'Noonan syndrome 7', 'database': 'MedGen', 'id': 'C3150970'}
VCV000222791	RCV000208294	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Primary familial hypertrophic cardiomyopathy', 'database': 'MedGen', 'id': 'C0949658'}
