#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
MAX	4149	14q23.3	chr14:65472819-65569413	3	Sufficient evidence for dosage pathogenicity	21685915	22452945	33815275	28384794			0	No evidence available							2021-07-20	MONDO:0017366	
MC2R	4158	18p11.21	chr18:13882043-13915706	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024536	
MCCC1	56922	3q27.1	chr3:182733006-182817375	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008861	
MCEE	84693	2p13.3	chr2:71336817-71357359	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-25	MONDO:0009615	
MCFD2	90411	2p21	chr2:47129009-47168994	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013331	
MCPH1	79648	8p23.1	chr8:6264148-6506029	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009617	
MECP2	4204	Xq28	chrX:153287024-153363174	3	Sufficient evidence for dosage pathogenicity	31206249	10508514	16647997				0	No evidence available							2021-02-22	MONDO:0010726	MONDO:0010283
MED12	9968	Xq13.1	chrX:70338446-70362300	0	No evidence available	24039113						0	No evidence available							2018-08-22		
MED13L	23389	12q24.21	chr12:116396381-116715498	3	Sufficient evidence for dosage pathogenicity	24781760	25712080	25106414	29959045	33930262		0	No evidence available	25106414						2023-08-08	MONDO:0000508	
MEF2C	4208	5q14.3	chr5:88012934-88199922	3	Sufficient evidence for dosage pathogenicity	23389741	20513142	19592390				1	Little evidence for dosage pathogenicity							2020-02-26	MONDO:0013266	
MEFV	4210	16p13.3	chr16:3292027-3306633	0	No evidence available							0	No evidence available							2018-08-16		
MEG3	55384	14q32.2	chr14:101292445-101327363	1	Little evidence for dosage pathogenicity	20585555	24801763	31301299				0	No evidence available							2024-09-12	MONDO:0016779	
MEIS2	4212	15q14	chr15:37181405-37393512	3	Sufficient evidence for dosage pathogenicity	30291340	30735726	27225850	28934986	20425846	24678003	0	No evidence available							2021-09-14	MONDO:0000508	
MEN1	4221	11q13.1	chr11:64570986-64578766	3	Sufficient evidence for dosage pathogenicity	32780883	31044390	32430905				0	No evidence available							2022-01-12	MONDO:0007540	
MEST	4232	7q32.2	chr7:130126016-130146306	0	No evidence available							0	No evidence available							2012-04-04		
MET	4233	7q31.2	chr7:116312250-116438431	0	No evidence available							0	No evidence available							2012-09-06		
METTL23	124512	17q25.1	chr17:74722123-74729963	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014409	
MFHAS1	9258	8p23.1	chr8:8640864-8751140	0	No evidence available							0	No evidence available							2012-02-08		
MFN2	9927	1p36.22	chr1:12040501-12073565	0	No evidence available							0	No evidence available							2017-02-02		
MFRP	83552	11q23.3	chr11:119209652-119217415	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012605	
MFSD8	256471	4q28.2	chr4:128838887-128887118	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012588	
MGP	4256	12p12.3	chr12:15033798-15038788	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-02-08	MONDO:0009495	
MID1	4281	Xp22.2	chrX:10413350-10851802	3	Sufficient evidence for dosage pathogenicity	23791568	29456483	32656166	9354791	11030761	17221865	0	No evidence available							2021-08-23	MONDO:0010222	
MID2	11043	Xq22.3	chrX:107068965-107174867	0	No evidence available							0	No evidence available							2012-07-25		
MITF	4286	3p13	chr3:69788615-70017483	3	Sufficient evidence for dosage pathogenicity	27889061	31427586	30936914	20127975			0	No evidence available							2021-04-13	MONDO:0008671	
MKKS	8195	20p12.2	chr20:10381657-10414870	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0015229	
MLC1	23209	22q13.33	chr22:50497820-50524304	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024555	
MLH1	4292	3p22.2	chr3:37035009-37092337	3	Sufficient evidence for dosage pathogenicity	14635101	15942939	16955466	33335961	30289396	33468175	0	No evidence available							2021-10-13	MONDO:0005835	
MLPH	79083	2q37.3	chr2:238395053-238463965	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012220	
MLYCD	23417	16q23.3	chr16:83932720-83960636	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009556	
MMAA	166785	4q31.21	chr4:146540537-146581185	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009613	
MMAB	326625	12q24.11	chr12:109991520-110011309	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-06-30	MONDO:0009614	
MMACHC	25974	1p34.1	chr1:45965972-45979054	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010184	
MMADHC	27249	2q23.2	chr2:150426151-150444289	30	Gene associated with autosomal recessive phenotype							0	No evidence available	22085900						2016-07-21	MONDO:0010185	
MMUT	4594	6p12.3	chr6:49398073-49430966	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-25	MONDO:0009612	
MNX1	3110	7q36.3	chr7:156797548-156803357	3	Sufficient evidence for dosage pathogenicity	18449898	10749657					0	No evidence available							2012-10-04	MONDO:0008305	
MOCS2	4338	5q11.2	chr5:52391509-52405587	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009644	
MOV10	4343	1p13.2	chr1:113216934-113243368	0	No evidence available	24463507	25363768	27824329				0	No evidence available							2019-03-12		
MPDZ	8777	9p23	chr9:13105706-13279691	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014085	
MPLKIP	136647	7p14.1	chr7:40165626-40174221	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0021013	
MRE11	4361	11q21	chr11:94148736-94227010	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-12-19		
MSH2	4436	2p21-p16.3	chr2:47630206-47710367	3	Sufficient evidence for dosage pathogenicity	10850409	12203789	9843200	34203177	30710526		0	No evidence available							2021-10-13	MONDO:0005835	
MSH3	4437	5q14.1	chr5:79950471-80172634	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-05-08	MONDO:0044300	
MSH6	2956	2p16.3	chr2:48010284-48034092	3	Sufficient evidence for dosage pathogenicity	9354786	11709755	14974087	20028993	20487569	25318681	0	No evidence available							2021-10-13	MONDO:0005835	
MSL3	10943	Xp22.2	chrX:11776278-11793891	3	Sufficient evidence for dosage pathogenicity	30224647	33173220					0	No evidence available							2023-08-23	MONDO:0026730	
MSRB3	253827	12q14.3	chr12:65672463-65860687	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-23	MONDO:0019497	
MSX1	4487	4p16.2	chr4:4861392-4865663	3	Sufficient evidence for dosage pathogenicity	11369996	10742093	15264286				0	No evidence available							2021-01-12	MONDO:0007129	
MSX2	4488	5q35.2	chr5:174151585-174157899	1	Little evidence for dosage pathogenicity	14571277	16319823	16642368	10767351	16222674	10742103	0	No evidence available							2023-06-28	MONDO:0008197	
MTAP	4507	9p21.3	chr9:21802635-21867080	1	Little evidence for dosage pathogenicity							0	No evidence available							2022-10-12		
MTFMT	123263	15q22.31	chr15:65293850-65321977	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013987	
MTHFR	4524	1p36.22	chr1:11845780-11866021	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009353	
MTM1	4534	Xq28	chrX:149737071-149841616	3	Sufficient evidence for dosage pathogenicity	10790201	11793470	12522554				0	No evidence available							2021-01-11	MONDO:0010683	
MTMR2	8898	11q21	chr11:95566044-95657271	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011066	
MTO1	25821	6q13	chr6:74171460-74218959	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013865	
MTR	4548	1q43	chr1:236958581-237067281	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009609	
MTRR	4552	5p15.31	chr5:7869261-7901226	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009354	
MTTP	4547	4q23	chr4:100485287-100545154	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008692	
MUTYH	4595	1p34.1	chr1:45794914-45806112	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-11-11	MONDO:0012041	
MYBPC3	4607	11p11.2	chr11:47352957-47374253	3	Sufficient evidence for dosage pathogenicity	22820391	23816408	32973354	19574547	7493025		0	No evidence available							2023-01-10	MONDO:0005045	
MYCN	4613	2p24.3	chr2:16080672-16087126	3	Sufficient evidence for dosage pathogenicity	16906565	18671284	18470948				0	No evidence available							2017-07-12	MONDO:0008115	
MYH10	4628	17p13.1	chr17:8377530-8534043	1	Little evidence for dosage pathogenicity	25003005	25284784	25363768				0	No evidence available							2019-01-23	MONDO:0100038	
MYH11	4629	16p13.11	chr16:15796992-15950885	0	No evidence available	16444274	21937134					0	No evidence available							2024-09-25	MONDO:0019625	
MYH7	4625	14q11.2	chr14:23881949-23904869	0	No evidence available							0	No evidence available							2015-11-15		
MYH9	4627	22q12.3	chr22:36677326-36784012	1	Little evidence for dosage pathogenicity	37076359	31125547	31562665	24963352	26969326		0	No evidence available							2024-09-04	MONDO:0015912	
MYL3	4634	3p21.31	chr3:46899362-46904934	0	No evidence available							0	No evidence available							2015-11-18	MONDO:0005045	
MYLK	4638	3q21.1	chr3:123328896-123603179	1	Little evidence for dosage pathogenicity	21055718	25907466					0	No evidence available							2016-01-14	MONDO:0013418	
MYO15A	51168	17p11.2	chr17:18012070-18083114	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010860	
MYO1E	4643	15q22.2	chr15:59424633-59665070	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013589	
MYO3A	53904	10p12.1	chr10:26223158-26501461	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-03-06	MONDO:0011774	
MYO5A	4644	15q21.2	chr15:52599480-52821247	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008962	
MYO5B	4645	18q21.1	chr18:47349159-47721517	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-04-08	MONDO:0009635	
MYT1L	23040	2p25.3	chr2:1792885-2335047	3	Sufficient evidence for dosage pathogenicity	27824329	23033978	25232846				0	No evidence available							2017-03-09	MONDO:0014678	
NAA10	8260	Xq28	chrX:153194678-153200490	1	Little evidence for dosage pathogenicity	24431331						0	No evidence available							2022-08-09	MONDO:0100124	
NAA15	80155	4q31.1	chr4:140222659-140312538	3	Sufficient evidence for dosage pathogenicity	28191889	29656860	28263302				0	No evidence available							2021-04-13	MONDO:0000508	
NAALADL2	254827	3q26.31	chr3:174577124-175528336	0	No evidence available	15168106	22106001					0	No evidence available							2016-01-07		
NAF1	92345	4q32.2	chr4:164047860-164088042	1	Little evidence for dosage pathogenicity	36416722	27510903					0	No evidence available							2024-08-20	MONDO:0000148	
NAT8L	339983	4p16.3	chr4:2061054-2070816	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013549	
NBAS	51594	2p24.3	chr2:15307040-15701458	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013889	
NBEA	26960	13q13.3	chr13:35516407-36246873	3	Sufficient evidence for dosage pathogenicity	30269351	12746398					0	No evidence available							2019-06-26	MONDO:0100038	
NBN	4683	8q21.3	chr8:90945559-90996895	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2024-04-10	MONDO:0009623	
NCF1	653361	7q11.23	chr7:74188309-74203720	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-10-10	MONDO:0009309	
NCF2	4688	1q25.3	chr1:183524697-183560049	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009310	
NCF4	4689	22q12.3	chr22:37257048-37274057	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013507	
NCKAP1	10787	2q32.1	chr2:183773843-183903185	3	Sufficient evidence for dosage pathogenicity	27632392	27824329	28940097				0	No evidence available							2017-12-27	MONDO:0100038	
NDE1	54820	16p13.11	chr16:15737239-15820210	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-04-29	MONDO:0013527	
NDN	4692	15q11.2	chr15:23930547-23932452	0	No evidence available							0	No evidence available							2012-04-26		
NDP	4693	Xp11.3	chrX:43808022-43832636	3	Sufficient evidence for dosage pathogenicity	8790105	1301161	1307245				0	No evidence available							2012-06-14	MONDO:0010691	
NDRG1	10397	8q24.22	chr8:134249418-134309495	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011085	
NDUFA1	4694	Xq24	chrX:119005795-119010625	0	No evidence available							0	No evidence available							2012-07-25		
NDUFA10	4705	2q37.3	chr2:240831859-240964759	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFAF1	51103	15q15.1	chr15:41679551-41694694	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFAF2	91942	5q12.1	chr5:60241032-60448853	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFAF5	79133	20p12.1	chr20:13765674-13802226	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFB3	4709	2q33.1	chr2:201936724-201950473	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100224	
NDUFS4	4724	5q11.2	chr5:52856469-52979168	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100224	
NDUFS6	4726	5p15.33	chr5:1801521-1816162	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFS7	374291	19p13.3	chr19:1383906-1395583	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFS8	4728	11q13.2	chr11:67798148-67804111	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFV1	4723	11q13.2	chr11:67374407-67380025	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-22	MONDO:0100224	
NDUFV2	4729	18p11.22	chr18:9102697-9134339	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NEBL	10529	10p12.31	chr10:21068902-21581979	0	No evidence available							0	No evidence available							2011-12-21		
NEDD9	4739	6p24.2	chr6:11183531-11382581	1	Little evidence for dosage pathogenicity	25363768						0	No evidence available							2019-02-27	MONDO:0100038	
NEFL	4747	8p21.2	chr8:24808468-24814126	0	No evidence available	20039262	19158810					0	No evidence available							2018-09-17		
NEK1	4750	4q33	chr4:170313960-170533734	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-08-01	MONDO:0009894	
NELFA	7469	4p16.3	chr4:1984450-2010701	0	No evidence available							0	No evidence available							2012-09-06		
NEXMIF	340533	Xq13.3	chrX:73952691-74145287	3	Sufficient evidence for dosage pathogenicity	2756881	27358180	27568816				0	No evidence available							2019-06-26	MONDO:0010483	
NF1	4763	17q11.2	chr17:29421945-29704695	3	Sufficient evidence for dosage pathogenicity	1757093	1302608	34427956	34750850	28230061		0	No evidence available							2023-02-12	MONDO:0018975	
NF2	4771	22q12.2	chr22:29999545-30094589	3	Sufficient evidence for dosage pathogenicity	7913580	9817927	11159946				0	No evidence available							2020-09-08	MONDO:0007039	
NFIA	4774	1p31.3	chr1:61542899-61928460	3	Sufficient evidence for dosage pathogenicity	22031302	24462883	27081522				0	No evidence available							2017-01-12	MONDO:0013396	
NFIB	4781	9p23-p22.3	chr9:14081842-14532075	3	Sufficient evidence for dosage pathogenicity	30388402	36321570	33130023	32902921			0	No evidence available							2024-12-10	MONDO:0800439	
NFIX	4784	19p13.13	chr19:13106289-13209610	3	Sufficient evidence for dosage pathogenicity	29897170						0	No evidence available	29184170	20613546					2022-04-12	MONDO:0013885	
NGLY1	55768	3p24.2	chr3:25760435-25831530	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-18	MONDO:0800044	
NHP2	55651	5q35.3	chr5:177576464-177580886	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-04	MONDO:0013519	
NHS	4810	Xp22.2-p22.13	chrX:17393323-17754114	3	Sufficient evidence for dosage pathogenicity	14564667	15623749	16736028	22229851	28061824		0	No evidence available							2021-04-28	MONDO:0010545	
NIPA1	123606	15q11.2	chr15:23043279-23086843	0	No evidence available							0	No evidence available							2012-04-04		
NIPA2	81614	15q11.2	chr15:23004684-23034402	0	No evidence available							0	No evidence available							2012-04-04		
NIPBL	25836	5p13.2	chr5:36876871-37066515	3	Sufficient evidence for dosage pathogenicity	15146185	15146186	15318302				1	Little evidence for dosage pathogenicity	23085304	19052029					2020-08-26	MONDO:0007387	
NKX2-5	1482	5q35.1	chr5:172659112-172662209	3	Sufficient evidence for dosage pathogenicity	28690296	26679770	17891520				0	No evidence available							2020-07-22	MONDO:0800441	
NKX3-2	579	4p15.33	chr4:13542454-13546132	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013228	
NLGN1	22871	3q26.31	chr3:173113742-174012162	0	No evidence available	15551338	22106001					0	No evidence available							2016-03-25		
NLGN3	54413	Xq13.1	chrX:70364691-70391051	0	No evidence available							0	No evidence available							2012-07-25		
NLGN4X	57502	Xp22.32-p22.31	chrX:5808083-6146908	2	Some evidence for dosage pathogenicity	12669065	14963808	18231125	23352163	36368308	32005694	0	No evidence available							2025-03-26	MONDO:0100148	
NNAT	4826	20q11.23	chr20:36149652-36152092	0	No evidence available							0	No evidence available							2012-04-28		
NODAL	4838	10q22.1	chr10:72191692-72207707	1	Little evidence for dosage pathogenicity	19064609						0	No evidence available							2013-08-08		
NOG	9241	17q22	chr17:54671060-54672972	3	Sufficient evidence for dosage pathogenicity	12089654	16532400	11846737				0	No evidence available							2021-01-12	MONDO:0008519	
NONO	4841	Xq13.1	chrX:70503485-70521018	3	Sufficient evidence for dosage pathogenicity	36426740						0	No evidence available							2024-07-24	MONDO:0020119	
NOP10	55505	15q14	chr15:34633920-34635337	0	No evidence available							0	No evidence available							2025-02-12		
NOTCH1	4851	9q34.3	chr9:139388885-139440500	3	Sufficient evidence for dosage pathogenicity	16025100	37239988	32720365	25963545			0	No evidence available							2024-09-24	MONDO:0014459	
NOTCH2	4853	1p12	chr1:120454176-120612276	0	No evidence available							0	No evidence available							2014-07-17	MONDO:0012439	
NPC1	4864	18q11.2	chr18:21111406-21166470	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009757	
NPHP1	4867	2q13	chr2:110880925-110962590	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-10-10	MONDO:0015369	
NPHP4	261734	1p36.31	chr1:5922871-6052485	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011756	
NPHS1	4868	19q13.12	chr19:36316274-36343406	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009732	
NPRL3	8131	16p13.3	chr16:135385-188672	3	Sufficient evidence for dosage pathogenicity	26285051	34868250	31111464	30093711	36937533	31440721	0	No evidence available							2023-12-12	MONDO:0005384	
NPTX2	4885	7q22.1	chr7:98246597-98259181	0	No evidence available							0	No evidence available							2012-10-10		
NR0B1	190	Xp21.2	chrX:30322323-30327507	3	Sufficient evidence for dosage pathogenicity	16684822	15841486	11748852				0	No evidence available							2020-05-05	MONDO:0010264	
NR2F1	7025	5q15	chr5:92918928-92930317	3	Sufficient evidence for dosage pathogenicity	32275123	23300014	32712214	24462372	34837429		0	No evidence available							2022-08-09	MONDO:0014320	
NR2F2	7026	15q26.2	chr15:96869275-96883492	0	No evidence available							0	No evidence available							2012-07-10		
NR3C2	4306	4q31.23	chr4:148999915-149365850	3	Sufficient evidence for dosage pathogenicity	9662404	16954160	27725360				0	No evidence available							2020-04-06	MONDO:0008329	
NR4A2	4929	2q24.1	chr2:157180949-157189233	3	Sufficient evidence for dosage pathogenicity	28544326	29770430	31428396	32366965	31922365	30504930	0	No evidence available							2022-09-27	MONDO:0100038	
NR5A1	2516	9q33.3	chr9:127243515-127269678	3	Sufficient evidence for dosage pathogenicity	15579739	15472171	21654157	22028768	17488792	19246354	0	No evidence available							2021-02-24	MONDO:0013066	
NRG3	10718	10q23.1	chr10:83634950-84746935	0	No evidence available							0	No evidence available	21248748						2011-12-21		
NRXN1	9378	2p16.3	chr2:50145641-51259270	3	Sufficient evidence for dosage pathogenicity	20162629	18057082	20468056	21424692	27869829	24768552	0	No evidence available							2021-06-08	MONDO:0100038	
NSD1	64324	5q35.3	chr5:176560016-176727214	3	Sufficient evidence for dosage pathogenicity	11896389	17565729	23190751				0	No evidence available							2020-07-27	MONDO:0019349	
NSD2	7468	4p16.3	chr4:1873120-1983919	3	Sufficient evidence for dosage pathogenicity	29760529	30345613	30244530	29892088	33941880	35550183	0	No evidence available							2023-10-25	MONDO:0000508	
NSDHL	50814	Xq28	chrX:151999607-152038273	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2019-09-25	MONDO:0010621	
NTAN1	123803	16p13.11	chr16:15131714-15149931	0	No evidence available							0	No evidence available							2018-09-17		
NTHL1	4913	16p13.3	chr16:2089821-2097835	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-07-06	MONDO:0014630	
NUDT13	25961	10q22.2	chr10:74870213-74891581	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
NUS1	116150	6q22.1	chr6:117996632-118031890	3	Sufficient evidence for dosage pathogenicity	29100083	34532305	33731878	31656175			0	No evidence available							2022-09-27	MONDO:0100038	
NYX	60506	Xp11.4	chrX:41306596-41334905	3	Sufficient evidence for dosage pathogenicity	11062472	11062471	18617546				0	No evidence available							2020-01-22	MONDO:0010690	
OAT	4942	10q26.13	chr10:126085872-126107492	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009796	
OBSL1	23363	2q35	chr2:220415450-220436261	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013039	
OCA2	4948	15q12-q13.1	chr15:28000021-28344461	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	MONDO:0008746	
OCLN	100506658	5q13.2	chr5:68788374-68853931	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0020789	
OCRL	4952	Xq26.1	chrX:128674236-128726533	3	Sufficient evidence for dosage pathogenicity	10923037	21031565	31674016				0	No evidence available							2021-01-12	MONDO:0010645	
OFD1	8481	Xp22.2	chrX:13752867-13787476	3	Sufficient evidence for dosage pathogenicity	11179005	11950863	18546297	23033313			0	No evidence available							2021-04-13	MONDO:0010702	
OPHN1	4983	Xq12	chrX:67262186-67653337	3	Sufficient evidence for dosage pathogenicity	16221952	20528889	24817631	24105372	30534410	32872024	0	No evidence available	18512229	22659343	28931914				2023-03-22	MONDO:0010337	
OR5AU1	390445	14q11.2	chr14:21623024-21624222	0	No evidence available							0	No evidence available							2015-03-11		
ORC4	5000	2q23.1	chr2:148687965-148779120	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-11-05	MONDO:0013428	
ORC6	23594	16q11.2	chr16:46723571-46732306	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013430	
OSBPL5	114879	11p15.4	chr11:3108337-3186540	0	No evidence available							0	No evidence available							2012-09-06		
OSTM1	28962	6q21	chr6:108362613-108395945	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009817	
OTC	5009	Xp11.4	chrX:38211857-38280699	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010703	
OTOA	146183	16p12.2	chr16:21675289-21772050	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011762	
OTOF	9381	2p23.3	chr2:26680071-26781624	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010986	
OTOGL	283310	12q21.31	chr12:80493317-80774660	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013984	
OTUD7A	161725	15q13.3	chr15:31767601-32162876	0	No evidence available							0	No evidence available							2018-04-27		
OTX2	5015	14q22.3	chr14:57266623-57277197	3	Sufficient evidence for dosage pathogenicity	24033328	19956411	18781617				0	No evidence available							2020-09-08	MONDO:0012413	
OXCT1	5019	5p13.1	chr5:41730167-41870527	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009492	
P3H1	64175	1p34.2	chr1:43212045-43232699	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-11	MONDO:0012581	
PACS1	55690	11q13.1-q13.2	chr11:65837743-66012215	0	No evidence available	34373684	33726816	34068396				0	No evidence available							2021-12-14		
PAFAH1B1	5048	17p13.3	chr17:2496948-2588909	3	Sufficient evidence for dosage pathogenicity	11754098	19667223					0	No evidence available							2020-10-13	MONDO:0015146	
PAH	5053	12q23.2	chr12:103230667-103352219	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-08-28	MONDO:0009861	
PAK2	5062	3q29	chr3:196466728-196559518	1	Little evidence for dosage pathogenicity	21841781						1	Little evidence for dosage pathogenicity	21841781						2011-12-27		
PAK3	5063	Xq23	chrX:110187625-110470589	3	Sufficient evidence for dosage pathogenicity	9731525	18523455	27753653	25533962	35599849	16014725	0	No evidence available							2025-03-31	MONDO:0020119	
PALB2	79728	16p12.2	chr16:23614486-23652631	3	Sufficient evidence for dosage pathogenicity	17200668	25099575	31841383				0	No evidence available							2025-02-24	MONDO:0700272	
PARK7	11315	1p36.23	chr1:8021771-8045565	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011658	
PAX1	5075	20p11.22	chr20:21686302-21699119	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014254	
PAX2	5076	10q24.31	chr10:102495153-102589701	3	Sufficient evidence for dosage pathogenicity	21285886	11241473	22213154				0	No evidence available							2020-02-26	MONDO:0007352	
PAX3	5077	2q36.1	chr2:223064606-223163717	3	Sufficient evidence for dosage pathogenicity	1347148	8490648	8533800				0	No evidence available							2020-05-27	MONDO:0008670	
PAX5	5079	9p13.2	chr9:36833266-37034265	1	Little evidence for dosage pathogenicity	35094443	22542183					0	No evidence available							2025-02-12	MONDO:0100038	
