#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
IMMP2L	83943	7q31.1	chr7:110662644-111562492	40	Dosage sensitivity unlikely	25478008	24549057	29152845		33849037		0	No evidence available							2022-04-12	MONDO:0007661	
IMPA1	3612	8q21.13	chr8:81656914-81686325	0	No evidence available							0	No evidence available							2012-02-08		
INPP5E	56623	9q34.3	chr9:136428619-136439845	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008944	
INS	3630	11p15.5	chr11:2159779-2161209	0	No evidence available							0	No evidence available							2012-03-22		
IQSEC2	23096	Xp11.22	chrX:53225813-53321350	3	Sufficient evidence for dosage pathogenicity	30206421	23674175	36012761	24306141	25649377		0	No evidence available							2025-03-26	MONDO:0100148	
IRAK4	51135	12q12	chr12:43758951-43789541	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011888	
IRF6	3664	1q32.2	chr1:209785617-209806142	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-07-06	MONDO:0007333	
ITCH	83737	20q11.22	chr20:34363273-34511773	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013245	
ITGA3	3675	17q21.33	chr17:50056110-50090481	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013881	
ITGB2	3689	21q22.3	chr21:44885953-44928815	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0007293	
ITGB3	3690	17q21.32	chr17:47253827-47313743	0	No evidence available							0	No evidence available							2012-08-27		
ITPR1	3708	3p26.1	chr3:4493348-4847506	1	Little evidence for dosage pathogenicity	17932120	21555639	21367767				0	No evidence available							2023-10-12	MONDO:0020380	
ITSN1	6453	21q22.11	chr21:33642501-33899861	1	Little evidence for dosage pathogenicity	24463507	25621899	34707297	38346866			0	No evidence available							2024-10-08	MONDO:0100038	
IYD	389434	6q25.1	chr6:150369012-150405969	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010136	
JAG1	182	20p12.2	chr20:10637684-10673999	3	Sufficient evidence for dosage pathogenicity	9585603	12497640	16575836				0	No evidence available							2020-10-19	MONDO:0016862	
JAM3	83700	11q25	chr11:134069072-134152001	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-06-11	MONDO:0013394	
JARID2	3720	6p22.3	chr6:15246069-15522042	2	Some evidence for dosage pathogenicity	33077894	35533077	37762546	23294540	23324214		0	No evidence available							2024-06-11	MONDO:0700092	
KANK1	23189	9p24.3	chr9:470295-746103	0	No evidence available							0	No evidence available							2016-04-28		
KANSL1	284058	17q21.31	chr17:46029916-46225367	3	Sufficient evidence for dosage pathogenicity	22544363	22544367					0	No evidence available							2013-04-11	MONDO:0012496	
KARS1	3735	16q23.1	chr16:75627724-75647665	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013489	
KAT6A	7994	8p11.21	chr8:41929479-42051987	3	Sufficient evidence for dosage pathogenicity	25728777	27133397	25728775				0	No evidence available							2018-03-28	MONDO:0014558	
KAT6B	23522	10q22.2	chr10:74824936-75032624	3	Sufficient evidence for dosage pathogenicity	22077973	22265014	25424711				0	No evidence available							2018-04-25	MONDO:0011365	
KATNAL2	83473	18q21.1	chr18:46917594-47102243	1	Little evidence for dosage pathogenicity	22495311	22495309	28191889				0	No evidence available							2018-11-28	MONDO:0100038	
KCNC1	3746	11p15.1	chr11:17734781-17783057	1	Little evidence for dosage pathogenicity	28145425	31353855	31353862				0	No evidence available							2025-03-31	MONDO:0100038	
KCNH1	3756	1q32.2	chr1:210678314-211134148	0	No evidence available	33494179	34312540	31175295	32938993			0	No evidence available							2023-06-28	MONDO:0100485	
KCNH2	3757	7q36.1	chr7:150944961-150978321	3	Sufficient evidence for dosage pathogenicity		18774102	24530480				0	No evidence available							2020-02-26	MONDO:0002442	
KCNJ1	3758	11q24.3	chr11:128838020-128867296	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-22	MONDO:0009424	
KCNJ6	3763	21q22.13	chr21:37607373-37916457	0	No evidence available							0	No evidence available							2024-12-10		
KCNK9	51305	8q24.3	chr8:139600838-139703123	0	No evidence available							0	No evidence available							2012-02-29	MONDO:0012856	
KCNQ1	3784	11p15.5-p15.4	chr11:2445008-2849105	3	Sufficient evidence for dosage pathogenicity	26669661	29532034	23098067				0	No evidence available							2020-10-13	MONDO:0002442	
KCNQ1OT1	10984	11p15.5	chr11:2608328-2699994	1	Little evidence for dosage pathogenicity	33177595	32447323	35772847	35772845	35906012		0	No evidence available							2023-12-06	MONDO:0008394	
KCNQ2	3785	20q13.33	chr20:63400208-63472655	3	Sufficient evidence for dosage pathogenicity	17675531	14534157					0	No evidence available							2013-07-18	MONDO:0007365	
KCNV2	169522	9p24.2	chr9:2717510-2730037	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012475	
KCTD7	154881	7q11.21	chr7:66628881-66643229	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0020074	
KDM5B	10765	1q32.1	chr1:202724495-202808421	1	Little evidence for dosage pathogenicity	24307393	28720891	25363768				0	No evidence available							2018-01-04		
KDM5C	8242	Xp11.22	chrX:53176277-53225207	3	Sufficient evidence for dosage pathogenicity	15586325	18697827	19826449	21575681	31419599	35904121	0	No evidence available							2023-07-27	MONDO:0020119	
KDM6A	7403	Xp11.3	chrX:44873188-45112779	3	Sufficient evidence for dosage pathogenicity	22197486	23076834					0	No evidence available							2013-07-18	MONDO:0010465	
KDM6B	23135	17p13.1	chr17:7834217-7854796	3	Sufficient evidence for dosage pathogenicity	37196654	31124279	25363768				0	No evidence available							2024-10-23	MONDO:0000508	
KERA	11081	12q21.33	chr12:91050491-91058024	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009014	
KHDC3L	154288	6q13	chr6:73362658-73364171	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013671	
KIF11	3832	10q23.33	chr10:92593130-92655395	3	Sufficient evidence for dosage pathogenicity	22284827	22653704					0	No evidence available							2013-08-01	MONDO:0007918	
KIF1A	547	2q37.3	chr2:240713767-240821403	0	No evidence available							0	No evidence available							2013-08-08		
KIF1C	10749	17p13.2	chr17:4997950-5028401	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012651	
KIF7	374654	15q26.1	chr15:89617309-89663049	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008708	
KIFBP	26128	10q22.1	chr10:68988803-69016982	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012280	
KISS1	3814	1q32.1	chr1:204190341-204196491	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013915	
KIT	3815	4q12	chr4:54657957-54740715	3	Sufficient evidence for dosage pathogenicity	15194144	11174389	25355368	36438053			0	No evidence available							2024-05-08	MONDO:0008244	
KLF14	136259	7q32.2	chr7:130730697-130734207	0	No evidence available							0	No evidence available							2012-04-28		
KLF8	11279	Xp11.21	chrX:55908123-56291531	0	No evidence available							0	No evidence available							2012-10-12		
KLK12	43849	19q13.41	chr19:51029094-51035002	40	Dosage sensitivity unlikely	32487729	22344438	32461654				0	No evidence available							2021-02-02		
KMT2A	4297	11q23.3	chr11:118436492-118526832	3	Sufficient evidence for dosage pathogenicity	22795537	24818805	27759909				0	No evidence available							2018-05-23	MONDO:0011518	
KMT2B	9757	19q13.12	chr19:35718003-35738878	3	Sufficient evidence for dosage pathogenicity	33098801	33150406	36288966				0	No evidence available							2025-05-13	MONDO:0100516	
KMT2C	58508	7q36.1	chr7:152134925-152436003	3	Sufficient evidence for dosage pathogenicity	23375656	22726846	29069077				0	No evidence available							2018-01-24	MONDO:0000508	
KMT2D	8085	12q13.12	chr12:49018978-49060794	3	Sufficient evidence for dosage pathogenicity	20711175	21671394	21607748				0	No evidence available							2020-01-23	MONDO:0007843	
KMT2E	55904	7q22.3	chr7:105014205-105115019	3	Sufficient evidence for dosage pathogenicity	31079897	34321323	33681112	32691224	25284784		0	No evidence available							2021-12-29	MONDO:0032793	
KMT5B	51111	11q13.2	chr11:68154863-68213648	3	Sufficient evidence for dosage pathogenicity	28191889	29276005	31238879	33004838	30559488	30564305	0	No evidence available							2023-06-13	MONDO:0100038	
KRT24	192666	17q21.2	chr17:40697991-40703752	40	Dosage sensitivity unlikely	32487729	32461654					0	No evidence available							2021-02-02		
KRT37	8688	17q21.2	chr17:41420547-41424585	40	Dosage sensitivity unlikely	32487729	32461654					0	No evidence available							2021-02-02		
L1CAM	3897	Xq28	chrX:153861514-153886173	3	Sufficient evidence for dosage pathogenicity	19846429	23820807					0	No evidence available	23820807						2020-12-02	MONDO:0010611	
L3MBTL1	26013	20q13.12	chr20:43507697-43550954	0	No evidence available							0	No evidence available							2012-08-29		
LAMA1	284217	18p11.31	chr18:6941742-7117797	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014419	
LAMA2	3908	6q22.33	chr6:128883138-129516566	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-11-28	MONDO:0100228	
LAMA3	3909	18q11.2	chr18:23689453-23955066	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0017612	
LAMC2	3918	1q25.3	chr1:183186264-183258968	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0017612	
LAMP2	3920	Xq24	chrX:120426148-120469349	3	Sufficient evidence for dosage pathogenicity	20173215	19588270	19057086	27145725	10972294	16565504	0	No evidence available							2021-02-09	MONDO:0010281	
LARGE1	9215	22q12.3	chr22:33066663-33922824	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0018276	
LBR	3930	1q42.12	chr1:225401502-225428821	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-23	MONDO:0008974	
LBX1	10660	10q24.32	chr10:101226994-101229463	0	No evidence available							0	No evidence available							2014-08-21		MONDO:0009525
LCA5	167691	6q14.1	chr6:79484991-79538782	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011473	
LCT	3938	2q21.3	chr2:135787850-135837184	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009115	
LDLR	3949	19p13.2	chr19:11089463-11133820	3	Sufficient evidence for dosage pathogenicity	33740630	15321837					0	No evidence available							2021-10-27	MONDO:0007750	
LEMD3	23592	12q14.3	chr12:65169583-65248355	3	Sufficient evidence for dosage pathogenicity	15489854	17087626	19438932				0	No evidence available							2020-10-19	MONDO:0008157	
LEO1	123169	15q21.2	chr15:51938025-51971778	1	Little evidence for dosage pathogenicity	33004838	25363760	28135719				0	No evidence available							2025-03-14	MONDO:0700092	
LEPR	3953	1p31.3	chr1:65420652-65641559	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013992	
LETM1	3954	4p16.3	chr4:1811479-1856156	0	No evidence available							0	No evidence available							2012-02-03	MONDO:0008684	
LFNG	3955	7p22.3	chr7:2512529-2529177	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012349	
LHX3	8022	9q34.3	chr9:136196250-136205128	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009091	
LHX4	89884	1q25.2	chr1:180228375-180278984	1	Little evidence for dosage pathogenicity	11567216	18445675	23029363	25955177	27820671		0	No evidence available							2022-04-25	MONDO:0009880	
LIG4	3981	13q33.3	chr13:108207442-108218349	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011686	
LIMK1	3984	7q11.23	chr7:74083804-74122525	0	No evidence available							0	No evidence available							2012-08-22		
LINS1	55180	15q26.3	chr15:100566924-100602184	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013702	
LIPA	3988	10q23.31	chr10:89213572-89251775	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010204	
LITAF	9516	16p13.13	chr16:11547722-11640317	0	No evidence available							0	No evidence available							2016-10-21		
LMAN1	3998	18q21.32	chr18:59327823-59359265	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009206	
LMBR1	64327	7q36.3	chr7:156669012-156893183	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-10-18	MONDO:0008700	
LMNA	4000	1q22	chr1:156082573-156140081	3	Sufficient evidence for dosage pathogenicity	31983221	31476771					0	No evidence available							2023-12-14	MONDO:0005021	
LMNB1	4001	5q23.2	chr5:126776623-126837020	0	No evidence available							3	Sufficient evidence for dosage pathogenicity	16951681	23649844	28769756	30697589			2023-10-25		MONDO:0008215
LMTK3	114783	19q13.33	chr19:48485271-48513680	1	Little evidence for dosage pathogenicity	28263302	22542183					0	No evidence available							2018-07-25		
LMX1B	4010	9q33.3	chr9:126613928-126701032	3	Sufficient evidence for dosage pathogenicity	9618165	9837817	18414507				0	No evidence available							2020-11-10	MONDO:0008061	
LOXHD1	125336	18q21.1	chr18:46476961-46657220	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013119	
LPAR6	10161	13q14.2	chr13:48389571-48444669	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010206	
LPIN2	9663	18p11.31	chr18:2916994-3013144	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012316	
LRAT	9227	4q32.1	chr4:154740838-154753120	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013231	
LRBA	987	4q31.3	chr4:150264435-151015727	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013863	
LRP2	4036	2q31.1	chr2:169127109-169362534	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2019-04-24	MONDO:0009104	
LRP5	4041	11q13.2	chr11:68298412-68449275	1	Little evidence for dosage pathogenicity	15024691	34860240	25711638	28867931	30452590	35133048	0	No evidence available							2024-04-09	MONDO:0011151	
LRPAP1	4043	4p16.3	chr4:3503612-3532422	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014183	
LRPPRC	10128	2p21	chr2:43886224-43996265	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-03-20	MONDO:0009069	
LRRC6	23639	8q24.22	chr8:132570416-132702913	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013979	
LSS	4047	21q22.3	chr21:46188446-46228774	0	No evidence available							0	No evidence available							2012-09-06		
LYRM7	90624	5q23.3-q31.1	chr5:131170944-131205428	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014364	
LYST	1130	1q42.3	chr1:235661031-235883713	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008963	
MAD2L2	10459	1p36.22	chr1:11674480-11691830	0	No evidence available	28881617						0	No evidence available							2023-10-20		
MAFB	9935	20q12	chr20:40685848-40689236	0	No evidence available							0	No evidence available							2015-05-21		
MAGEL2	54551	15q11.2	chr15:23643549-23647867	1	Little evidence for dosage pathogenicity							0	No evidence available							2018-05-22		
MAGT1	84061	Xq21.1	chrX:77825747-77895568	3	Sufficient evidence for dosage pathogenicity	21796205	23846901	24550228	25504528	31714901	32451662	0	No evidence available							2021-09-22	MONDO:0010455	
MALT1	10892	18q21.32	chr18:58671465-58754477	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014197	
MAN2B1	4125	19p13.13	chr19:12646512-12666742	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009561	
MAOA	4128	Xp11.3	chrX:43655006-43746817	1	Little evidence for dosage pathogenicity	8211186						0	No evidence available							2012-09-26		
MAP2K1	5604	15q22.31	chr15:66386912-66491544	0	No evidence available							0	No evidence available							2015-10-13		
MAP3K1	4214	5q11.2	chr5:56815549-56896152	0	No evidence available							0	No evidence available							2013-08-22		
MAPT	4137	17q21.31	chr17:45894554-46028334	0	No evidence available							0	No evidence available							2012-05-08		
MARVELD2	153562	5q13.2	chr5:69415116-69444330	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012420	
MASP2	10747	1p36.22	chr1:11026523-11047239	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013423	
MATN3	4148	2p24.1	chr2:19992052-20012668	0	No evidence available							0	No evidence available							2014-03-12		
MAX	4149	14q23.3	chr14:65006101-65102695	3	Sufficient evidence for dosage pathogenicity	21685915	22452945	33815275	28384794			0	No evidence available							2021-07-20	MONDO:0017366	
MC2R	4158	18p11.21	chr18:13882044-13915707	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024536	
MCCC1	56922	3q27.1	chr3:183015218-183116196	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008861	
MCEE	84693	2p13.3	chr2:71109687-71130229	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-25	MONDO:0009615	
MCFD2	90411	2p21	chr2:46901870-46941855	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013331	
MCPH1	79648	8p23.1	chr8:6406627-6648508	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009617	
MECP2	4204	Xq28	chrX:154021573-154097717	3	Sufficient evidence for dosage pathogenicity	31206249	10508514	16647997				0	No evidence available							2021-02-22	MONDO:0010726	MONDO:0010283
MED12	9968	Xq13.1	chrX:71118596-71142450	0	No evidence available	24039113						0	No evidence available							2018-08-22		
MED13L	23389	12q24.21	chr12:115958576-116277693	3	Sufficient evidence for dosage pathogenicity	24781760	25712080	25106414	29959045	33930262		0	No evidence available	25106414						2023-08-08	MONDO:0000508	
MEF2C	4208	5q14.3	chr5:88717117-88904105	3	Sufficient evidence for dosage pathogenicity	23389741	20513142	19592390				1	Little evidence for dosage pathogenicity							2020-02-26	MONDO:0013266	
MEFV	4210	16p13.3	chr16:3242027-3256633	0	No evidence available							0	No evidence available							2018-08-16		
MEG3	55384	14q32.2	chr14:100826108-100861026	1	Little evidence for dosage pathogenicity	20585555	24801763	31301299				0	No evidence available							2024-09-12	MONDO:0016779	
MEIS2	4212	15q14	chr15:36889204-37101311	3	Sufficient evidence for dosage pathogenicity	30291340	30735726	27225850	28934986	20425846	24678003	0	No evidence available							2021-09-14	MONDO:0000508	
MEN1	4221	11q13.1	chr11:64803516-64811294	3	Sufficient evidence for dosage pathogenicity	32780883	31044390	32430905				0	No evidence available							2022-01-12	MONDO:0007540	
MEST	4232	7q32.2	chr7:130486175-130506465	0	No evidence available							0	No evidence available							2012-04-04		
MET	4233	7q31.2	chr7:116672196-116798377	0	No evidence available							0	No evidence available							2012-09-06		
METTL23	124512	17q25.1	chr17:76726041-76733881	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014409	
MFHAS1	9258	8p23.1	chr8:8783354-8893630	0	No evidence available							0	No evidence available							2012-02-08		
MFN2	9927	1p36.22	chr1:11980444-12013508	0	No evidence available							0	No evidence available							2017-02-02		
MFRP	83552	11q23.3	chr11:119338942-119346705	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012605	
MFSD8	256471	4q28.2	chr4:127917732-127965963	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012588	
MGP	4256	12p12.3	chr12:14880864-14885854	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-02-08	MONDO:0009495	
MID1	4281	Xp22.2	chrX:10445310-10833683	3	Sufficient evidence for dosage pathogenicity	23791568	29456483	32656166	9354791	11030761	17221865	0	No evidence available							2021-08-23	MONDO:0010222	
MID2	11043	Xq22.3	chrX:107825735-107931637	0	No evidence available							0	No evidence available							2012-07-25		
MITF	4286	3p13	chr3:69739464-69968332	3	Sufficient evidence for dosage pathogenicity	27889061	31427586	30936914	20127975			0	No evidence available							2021-04-13	MONDO:0008671	
MKKS	8195	20p12.2	chr20:10401009-10434222	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0015229	
MLC1	23209	22q13.33	chr22:50059391-50085875	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024555	
MLH1	4292	3p22.2	chr3:36993466-37050846	3	Sufficient evidence for dosage pathogenicity	14635101	15942939	16955466	33335961	30289396	33468175	0	No evidence available							2021-10-13	MONDO:0005835	
MLPH	79083	2q37.3	chr2:237486410-237555322	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012220	
MLYCD	23417	16q23.3	chr16:83899115-83927031	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009556	
MMAA	166785	4q31.21	chr4:145619385-145660033	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009613	
MMAB	326625	12q24.11	chr12:109553715-109573504	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-06-30	MONDO:0009614	
MMACHC	25974	1p34.1	chr1:45500300-45513382	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010184	
MMADHC	27249	2q23.2	chr2:149569637-149587775	30	Gene associated with autosomal recessive phenotype							0	No evidence available	22085900						2016-07-21	MONDO:0010185	
MMUT	4594	6p12.3	chr6:49430360-49463253	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-25	MONDO:0009612	
MNX1	3110	7q36.3	chr7:157004854-157010663	3	Sufficient evidence for dosage pathogenicity	18449898	10749657					0	No evidence available							2012-10-04	MONDO:0008305	
MOCS2	4338	5q11.2	chr5:53095679-53109757	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009644	
MOV10	4343	1p13.2	chr1:112674439-112700739	0	No evidence available	24463507	25363768	27824329				0	No evidence available							2019-03-12		
MPDZ	8777	9p23	chr9:13105707-13279692	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014085	
MPLKIP	136647	7p14.1	chr7:40126027-40134622	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0021013	
MRE11	4361	11q21	chr11:94415570-94512412	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2023-12-19		
MSH2	4436	2p21-p16.3	chr2:47403067-47709830	3	Sufficient evidence for dosage pathogenicity	10850409	12203789	9843200	34203177	30710526		0	No evidence available							2021-10-13	MONDO:0005835	
MSH3	4437	5q14.1	chr5:80654652-80876815	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-05-08	MONDO:0044300	
MSH6	2956	2p16.3	chr2:47783145-47810101	3	Sufficient evidence for dosage pathogenicity	9354786	11709755	14974087	20028993	20487569	25318681	0	No evidence available							2021-10-13	MONDO:0005835	
MSL3	10943	Xp22.2	chrX:11758159-11775772	3	Sufficient evidence for dosage pathogenicity	30224647	33173220					0	No evidence available							2023-08-23	MONDO:0026730	
MSRB3	253827	12q14.3	chr12:65278683-65466907	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-23	MONDO:0019497	
MSX1	4487	4p16.2	chr4:4859665-4863936	3	Sufficient evidence for dosage pathogenicity	11369996	10742093	15264286				0	No evidence available							2021-01-12	MONDO:0007129	
MSX2	4488	5q35.2	chr5:174724582-174730896	1	Little evidence for dosage pathogenicity	14571277	16319823	16642368	10767351	16222674	10742103	0	No evidence available							2023-06-28	MONDO:0008197	
MTAP	4507	9p21.3	chr9:21802636-21941115	1	Little evidence for dosage pathogenicity							0	No evidence available							2022-10-12		
MTFMT	123263	15q22.31	chr15:65001512-65029639	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013987	
MTHFR	4524	1p36.22	chr1:11785723-11805964	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009353	
MTM1	4534	Xq28	chrX:150562653-150673143	3	Sufficient evidence for dosage pathogenicity	10790201	11793470	12522554				0	No evidence available							2021-01-11	MONDO:0010683	
MTMR2	8898	11q21	chr11:95832880-95924107	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011066	
MTO1	25821	6q13	chr6:73461737-73509236	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013865	
MTR	4548	1q43	chr1:236795281-236903981	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009609	
MTRR	4552	5p15.31	chr5:7850859-7901113	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009354	
MTTP	4547	4q23	chr4:99564130-99623997	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008692	
MUTYH	4595	1p34.1	chr1:45329242-45340440	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-11-11	MONDO:0012041	
MYBPC3	4607	11p11.2	chr11:47331406-47352702	3	Sufficient evidence for dosage pathogenicity	22820391	23816408	32973354	19574547	7493025		0	No evidence available							2023-01-10	MONDO:0005045	
MYCN	4613	2p24.3	chr2:15940550-15947004	3	Sufficient evidence for dosage pathogenicity	16906565	18671284	18470948				0	No evidence available							2017-07-12	MONDO:0008115	
MYH10	4628	17p13.1	chr17:8474212-8630725	1	Little evidence for dosage pathogenicity	25003005	25284784	25363768				0	No evidence available							2019-01-23	MONDO:0100038	
MYH11	4629	16p13.11	chr16:15703135-15857028	0	No evidence available	16444274	21937134					0	No evidence available							2024-09-25	MONDO:0019625	
MYH7	4625	14q11.2	chr14:23412740-23435660	0	No evidence available							0	No evidence available							2015-11-15		
MYH9	4627	22q12.3	chr22:36281280-36387967	1	Little evidence for dosage pathogenicity	37076359	31125547	31562665	24963352	26969326		0	No evidence available							2024-09-04	MONDO:0015912	
MYL3	4634	3p21.31	chr3:46857872-46882182	0	No evidence available							0	No evidence available							2015-11-18	MONDO:0005045	
MYLK	4638	3q21.1	chr3:123610049-123884332	1	Little evidence for dosage pathogenicity	21055718	25907466					0	No evidence available							2016-01-14	MONDO:0013418	
MYO15A	51168	17p11.2	chr17:18108756-18179800	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010860	
MYO1E	4643	15q22.2	chr15:59132434-59372871	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013589	
