gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
STRN4	ENST00000263280	Q9NRL3	0.465820673123024	3	32.634	2.29642462730408	2	0.28	0	FALSE
MECP2	ENST00000303391	P51608	0.465799081351357	3	11.657	1.21585416793823	5	0.407	1	FALSE
HAO1	ENST00000378789	Q9UJM8	0.465794850234602	3	18.047	2.80082011222839	1	1.145	6	FALSE
SLC22A3	ENST00000275300	O75751	0.465771047632346	3	25.809	1.33036422729492	5	1.034	5	FALSE
ARL2BP	ENST00000219204	Q9Y2Y0	0.465770887894494	3	10.659	1.15598475933075	6	1.351	7	FALSE
ACSL1	ENST00000504342	P33121	0.465770139125475	3	45.957	3.4447865486145	0	0.476	2	FALSE
RASSF1	ENST00000357043	Q9NS23	0.465744228417709	3	14.066	2.291419506073	2	1.206	6	FALSE
PRPF40B	ENST00000380281	Q6NWY9	0.465733057058544	3	53.319	3.60164546966553	0	0.247	0	FALSE
ALDH8A1	ENST00000265605	Q9H2A2	0.465701818822669	3	18.242	2.43452739715576	2	1.462	7	FALSE
HTR2C	ENST00000276198	P28335	0.465638965611881	3	10.562	2.09670400619507	3	0.867	4	FALSE
ARID1B	ENST00000350026	Q8NFD5	0.465632783057902	3	88.423	3.49646759033203	0	0.088	0	FALSE
LPIN1	ENST00000256720	Q14693	0.465601274526276	3	47.257	1.78454041481018	4	0.64	3	FALSE
LRBA	ENST00000357115	P50851	0.465587985207932	3	148.99	3.84766125679016	0	0.417	1	FALSE
RUNDC3A	ENST00000426726	Q59EK9	0.465567661061143	3	20.683	2.77632474899292	1	0.443	1	FALSE
HHEX	ENST00000282728	Q03014	0.465526512105293	3	10.846	2.0391480922699	3	0.58	2	FALSE
KBTBD2	ENST00000304056	Q8IY47	0.46550429704022	3	26.911	3.84215426445007	0	0.234	0	FALSE
DPP3	ENST00000541961	Q9NY33	0.465503141995559	3	40.388	3.19104433059692	1	0.807	4	FALSE
CTSG	ENST00000216336	P08311	0.465454233676556	3	11.858	0.304989069700241	8	1.323	7	FALSE
SLC11A1	ENST00000233202	P49279	0.465434168085608	3	29.201	1.56568169593811	4	1.354	7	FALSE
CNTN6	ENST00000446702	Q9UQ52	0.465431785488931	3	53.912	2.57603359222412	2	1.153	6	FALSE
C1orf123	ENST00000294360	Q9NWV4	0.465431668529502	3	11.86	2.09836220741272	3	1.426	7	FALSE
SGSH	ENST00000326317	P51688	0.46542849585246	3	21.091	1.97306478023529	3	0.804	4	FALSE
EPRS	ENST00000366923	P07814	0.465428255456367	3	82.923	3.93741965293884	0	0.505	2	FALSE
PIGT	ENST00000279036	Q969N2	0.465380023843518	3	29.418	3.20507550239563	1	0.948	4	FALSE
SLC40A1	ENST00000261024	Q9NP59	0.465369319306567	3	26.652	2.40913820266724	2	0.291	1	FALSE
DOCK10	ENST00000258390	Q96BY6	0.465361248730851	3	117.03	4.00609350204468	0	0.387	1	FALSE
ZNF526	ENST00000301215	Q8TF50	0.465356590207427	3	19.437	0.333883255720139	8	0.471	2	FALSE
CHD7	ENST00000423902	Q9P2D1	0.465351167337288	3	137.8	4.14718914031982	0	0.076	0	FALSE
PLXND1	ENST00000324093	Q9Y4D7	0.46527571966549	3	83.865	2.70028376579285	1	0.157	0	FALSE
E4F1	ENST00000301727	Q66K89	0.465228937629393	3	30.298	2.35773086547852	2	0.476	2	FALSE
RDH13	ENST00000415061	Q8NBN7	0.465163309533489	3	14.124	1.28805601596832	5	1.809	9	FALSE
GATA3	ENST00000346208	P23771	0.465155926908195	3	15.751	3.42941737174988	0	0.4	1	FALSE
RIMKLA	ENST00000431473	Q8IXN7	0.465151804817799	3	12.95	0.7807257771492	7	1.015	5	FALSE
PLEKHB2	ENST00000409279	Q96CS7	0.465145003754812	3	16.815	1.05362796783447	6	1.444	7	FALSE
RIC8B	ENST00000392839	Q9NVN3	0.465140913862475	3	24.215	3.09674501419067	1	0.196	0	FALSE
PCK2	ENST00000216780	Q16822	0.465137778741558	3	32.498	3.84240913391113	0	1.393	7	FALSE
ZNF189	ENST00000339664	O75820	0.465083822380429	3	22.999	1.10334062576294	6	0.683	3	FALSE
FAM126B	ENST00000418596	Q8IXS8	0.465078233253372	3	28.337	1.56303441524506	4	0.464	2	FALSE
PAK7	ENST00000378429	Q9P286	0.46507166908205	3	28.382	2.86620354652405	1	0.167	0	FALSE
SGMS2	ENST00000394686	Q8NHU3	0.46498477581516	3	20.503	2.39543151855469	2	0.578	2	FALSE
PRPH	ENST00000257860	P41219	0.464930207065825	3	21.861	2.6900737285614	1	1.383	7	FALSE
FAM118A	ENST00000441876	Q9NWS6	0.464926063137873	3	15.637	1.35409820079803	5	1.004	5	FALSE
RBKS	ENST00000302188	Q9H477	0.464916613374277	3	13.451	2.7987208366394	1	1.529	7	FALSE
ACAT1	ENST00000265838	P24752	0.464897336113347	3	20.831	3.63282227516174	0	1.051	5	FALSE
PACSIN2	ENST00000402229	Q9UNF0	0.464841711815477	3	28.929	3.27752590179443	0	0.454	2	FALSE
MGST3	ENST00000367884	O14880	0.464776671552307	3	10.483	2.34369277954102	2	1.253	6	FALSE
NCOA5	ENST00000290231	Q9HCD5	0.464744018883065	3	29.648	2.25171113014221	2	0.212	0	FALSE
DEF8	ENST00000268676	Q6ZN54	0.464733334047236	3	29.726	1.35136210918427	5	0.571	2	FALSE
SDAD1	ENST00000356260	Q9NVU7	0.464705461701746	3	45.534	3.11315631866455	1	1.044	5	FALSE
SFRP4	ENST00000436072	Q6FHJ7	0.464688731984309	3	16.562	1.32283985614777	5	0.948	4	FALSE
INA	ENST00000369849	Q16352	0.464658940718616	3	14.736	1.6993635892868	4	1.401	7	FALSE
BAMBI	ENST00000375533	Q13145	0.46465884327875	3	10.58	2.70232462882996	1	1.241	6	FALSE
CDX2	ENST00000381020	Q99626	0.464545635171658	3	10.696	1.03166818618774	6	0.589	2	FALSE
UNC93B1	ENST00000227471	Q9H1C4	0.46453536861656	3	23.215	2.60503697395325	2	0.51	2	FALSE
HPGD	ENST00000296522	P15428	0.464527434293955	3	12.555	1.14991796016693	6	1.25	6	FALSE
ITSN2	ENST00000355123	Q9NZM3	0.464512720062703	3	108.39	3.15830492973328	1	0.491	2	FALSE
GMCL1	ENST00000282570	Q96IK5	0.46446296649038	3	32.414	1.96652352809906	3	0.75	3	FALSE
ARHGAP10	ENST00000336498	A1A4S6	0.464455840213807	3	48.578	2.66679716110229	1	0.932	4	FALSE
GAMT	ENST00000252288	Q14353	0.464438752939269	3	10.459	2.09710907936096	3	1.376	7	FALSE
CLPB	ENST00000294053	Q9H078	0.464412954380447	3	38.547	0.817956447601318	7	0.536	2	FALSE
NAV1	ENST00000367296	Q8NEY1	0.464333522155659	3	78.688	1.74667501449585	4	0.08	0	FALSE
LLGL1	ENST00000316843	Q15334	0.464301445924924	3	48.142	2.60353088378906	2	0.53	2	FALSE
STX18	ENST00000306200	Q9P2W9	0.464265220210407	3	22.872	1.45915198326111	5	0.957	5	FALSE
YIF1B	ENST00000339413	Q5BJH7	0.464261447117131	3	14.262	1.00389230251312	6	1.101	5	FALSE
HCRTR2	ENST00000370862	O43614	0.464253271240239	3	22.694	3.50467276573181	0	0.636	3	FALSE
HADHA	ENST00000380649	P40939	0.464216851759078	3	39.143	3.26985883712769	1	0.621	3	FALSE
SHF	ENST00000290894	Q7M4L6	0.464214322978276	3	19.173	1.37651920318604	5	0.548	2	FALSE
ABAT	ENST00000425191	P80404	0.464210862302541	3	27.713	3.62701058387756	0	0.567	2	FALSE
DSCAM	ENST00000400454	O60469	0.464178617125173	3	96.521	3.58470511436462	0	0.189	0	FALSE
GCAT	ENST00000248924	O75600	0.464158999910534	3	16.376	3.30060195922852	0	1.336	7	FALSE
NPY1R	ENST00000296533	P25929	0.464139086781807	3	10.938	1.76652133464813	4	0.837	4	FALSE
SGCB	ENST00000381431	Q16585	0.464126677832492	3	11.521	1.12421572208405	6	1.466	7	FALSE
TMEM246	ENST00000374851	Q9BRR3	0.46411954278464	3	13.148	0.886027038097382	6	0.696	3	FALSE
GRHPR	ENST00000318158	Q9UBQ7	0.46408008064545	3	16.691	2.85904264450073	1	1.165	6	FALSE
NOTCH3	ENST00000263388	Q9UM47	0.464065772264645	3	97.556	2.24094271659851	2	0.322	1	FALSE
ASIC4	ENST00000347842	Q96FT7	0.464049233170156	3	25.591	2.51881837844849	2	0.614	2	FALSE
UNC5A	ENST00000329542	Q6ZN44	0.464022070132362	3	38.01	3.06296372413635	1	0.204	0	FALSE
PHKB	ENST00000323584	Q93100	0.463946078349684	3	67.599	2.94971823692322	1	0.837	4	FALSE
CARD11	ENST00000396946	Q9BXL7	0.463922964477416	3	63.462	2.95655059814453	1	0.227	0	FALSE
FECH	ENST00000262093	P22830	0.463862047445154	3	25.524	0.682229399681091	7	0.665	3	FALSE
GUCA1B	ENST00000230361	Q9UMX6	0.463854443293117	3	10.576	0.835645437240601	7	1.242	6	FALSE
PCNX	ENST00000304743	Q96RV3	0.463836627825927	3	112.56	2.73785471916199	1	0.227	0	FALSE
ADAM22	ENST00000265727	Q9P0K1	0.463832517233874	3	60.358	4.08209133148193	0	0.363	1	FALSE
SHISA9	ENST00000558583	B4DS77	0.463802118518827	3	15.664	1.07897651195526	6	0.402	1	FALSE
CYP26A1	ENST00000224356	O43174	0.463799981784178	3	22.411	3.05837655067444	1	1.191	6	FALSE
PAAF1	ENST00000310571	Q9BRP4	0.463790105954425	3	21.983	0.80673611164093	7	1.214	6	FALSE
KLK9	ENST00000594211	Q9UKQ9	0.463782562705538	3	11.64	0.521788716316223	8	1.551	8	FALSE
LPPR4	ENST00000370185	Q7Z2D5	0.463725024827243	3	28.474	2.57262206077576	2	0.369	1	FALSE
AGTPBP1	ENST00000357081	Q9UPW5	0.463691777188418	3	63.333	3.45190453529358	0	0.346	1	FALSE
SYT5	ENST00000537500	O00445	0.463673172633607	3	15.725	1.44435298442841	5	0.836	4	FALSE
KCNA5	ENST00000252321	P22460	0.463632145554201	3	14.305	2.24062848091125	2	0.919	4	FALSE
PSMB9	ENST00000374859	P28065	0.463618494452494	3	12.398	1.84413087368011	3	0.955	5	FALSE
SLITRK5	ENST00000325089	O94991	0.463584435447412	3	24.275	0.758085548877716	7	0.377	1	FALSE
FTSJ1	ENST00000348411	Q9UET6	0.463575470491981	3	14.629	1.77640807628632	4	0.204	0	FALSE
ADK	ENST00000539909	P55263	0.463559548010654	3	17.647	2.91053867340088	1	0.745	3	FALSE
TMEM19	ENST00000266673	Q96HH6	0.463544843351236	3	14.023	0.707102656364441	7	0.845	4	FALSE
POLE	ENST00000320574	Q07864	0.463543939701691	3	123.1	3.95229911804199	0	0.64	3	FALSE
ENTPD7	ENST00000370489	Q9NQZ7	0.463519435505737	3	37.367	1.02947461605072	6	0.872	4	FALSE
SLC1A4	ENST00000234256	P43007	0.463464547437015	3	16.502	1.31911790370941	5	0.637	3	FALSE
PWP1	ENST00000412830	Q13610	0.463457748292494	3	32.256	2.28854846954346	2	1.01	5	FALSE
PCK1	ENST00000319441	P35558	0.46342159870284	3	25.316	1.78594517707825	4	1.287	6	FALSE
PLCB3	ENST00000540288	Q01970	0.463414029875614	3	66.229	2.46677303314209	2	0.312	1	FALSE
UGGT1	ENST00000259253	Q9NYU2	0.463412225080754	3	89.897	1.94610345363617	3	0.491	2	FALSE
USO1	ENST00000514213	O60763	0.463369952587363	3	51.522	3.32491302490234	0	0.377	1	FALSE
SYT4	ENST00000255224	Q9H2B2	0.463352204624166	3	14.132	2.20111179351807	3	0.549	2	FALSE
SCAF1	ENST00000360565	Q9H7N4	0.463333290942894	3	36.061	1.26285231113434	5	0.254	0	FALSE
NSUN2	ENST00000264670	Q08J23	0.463327467010662	3	41.193	2.51689910888672	2	0.531	2	FALSE
ABLIM2	ENST00000341937	Q6H8Q1	0.463312343195127	3	41.833	2.27337169647217	2	0.494	2	FALSE
CABLES1	ENST00000256925	Q8TDN4	0.463295887505051	3	22.929	1.24458730220795	5	0.63	3	FALSE
LTA4H	ENST00000228740	P09960	0.463293457183437	3	38.976	3.56405377388	0	0.715	3	FALSE
ATP6V0A4	ENST00000353492	Q9HBG4	0.463291331951044	3	48.469	3.4497082233429	0	1.004	5	FALSE
PDXK	ENST00000291565	O00764	0.463225231919361	3	17.704	0.0850955992937088	9	0.438	1	FALSE
CAMKK1	ENST00000348335	Q8N5S9	0.463220331403048	3	28.173	1.71558606624603	4	0.42	1	FALSE
ARHGAP15	ENST00000295095	Q53QZ3	0.463217670097104	3	28.245	3.59155249595642	0	0.903	4	FALSE
KLF15	ENST00000296233	Q9UIH9	0.463184164537307	3	10.268	2.12393355369568	3	0.613	2	FALSE
ANO8	ENST00000159087	Q9HCE9	0.463137170787969	3	49.488	2.64025831222534	2	0.317	1	FALSE
PTH1R	ENST00000313049	Q03431	0.463109499842882	3	28.788	2.83568501472473	1	0.411	1	FALSE
BRPF3	ENST00000357641	Q9ULD4	0.463107446086353	3	43.887	2.8348925113678	1	0.177	0	FALSE
ATP6V0A2	ENST00000330342	Q9Y487	0.46307113342584	3	46.652	1.61732447147369	4	0.748	3	FALSE
FRY	ENST00000542859	Q5TBA9	0.463025032637624	3	17.637	3.48108434677124	0	0.357	1	FALSE
INTS5	ENST00000330574	Q6P9B9	0.46302404550744	3	28.151	3.23050951957703	1	0.421	1	FALSE
BPNT1	ENST00000469520	O95861	0.463016918683433	3	17.239	1.48335540294647	5	0.984	5	FALSE
POLDIP3	ENST00000252115	Q9BY77	0.462968572075328	3	22.624	1.38974893093109	5	0.523	2	FALSE
PHEX	ENST00000379374	P78562	0.46290258769884	3	33.244	1.88800764083862	3	0.143	0	FALSE
PAX8	ENST00000263334	Q06710	0.462861741480538	3	21.362	1.41861915588379	5	0.428	1	FALSE
LEO1	ENST00000299601	Q8WVC0	0.46283812409527	3	37.521	3.98017907142639	0	0.35	1	FALSE
PARN	ENST00000437198	O95453	0.462804791176721	3	42.176	2.52482581138611	2	0.519	2	FALSE
MLLT3	ENST00000380338	P42568	0.462774716821229	3	22.744	2.07835268974304	3	0.131	0	FALSE
SLC39A14	ENST00000289952	Q15043	0.462764650124164	3	19.248	2.58788585662842	2	0.546	2	FALSE
MCC	ENST00000302475	P23508	0.462731246753003	3	45.641	1.36609637737274	5	0.765	3	FALSE
ST7L	ENST00000358039	Q8TDW4	0.462729984966474	3	32.114	2.2363383769989	2	0.868	4	FALSE
VPS8	ENST00000287546	Q8N3P4	0.46272010473288	3	87.988	3.51548171043396	0	0.462	2	FALSE
ZNF513	ENST00000323703	Q8N8E2	0.462632164308227	3	18.768	2.32540202140808	2	0.413	1	FALSE
AP4M1	ENST00000421755	O00189	0.462627304213033	3	28.529	2.98437905311584	1	1.346	7	FALSE
TRAM1	ENST00000262213	Q15629	0.462594858397359	3	21.498	2.61543130874634	2	0.361	1	FALSE
RICTOR	ENST00000357387	Q6R327	0.462567985880668	3	101.1	3.27256727218628	0	0.155	0	FALSE
ALX1	ENST00000316824	Q15699	0.462554063132818	3	15.072	3.84257555007935	0	0.607	2	FALSE
HAPLN2	ENST00000255039	Q9GZV7	0.462495065482449	3	14.135	1.58429276943207	4	1.288	6	FALSE
ADRB1	ENST00000369295	P08588	0.462494964675255	3	10.07	2.06731605529785	3	1.542	7	FALSE
PGM2	ENST00000381967	Q96G03	0.462470292099627	3	34.01	2.41742515563965	2	0.958	5	FALSE
NCLN	ENST00000246117	Q969V3	0.462392207566521	3	26.608	1.65847170352936	4	0.395	1	FALSE
CRAT	ENST00000318080	P43155	0.462389448433943	3	31.628	2.6465470790863	1	0.993	5	FALSE
C19orf10	ENST00000262947	Q969H8	0.462335916862191	3	10.337	1.20692145824432	5	1.507	7	FALSE
TPRG1L	ENST00000378344	Q5T0D9	0.462331459849595	3	11.354	1.10152852535248	6	1.486	7	FALSE
SUGCT	ENST00000335693	Q9HAC7	0.462319736335683	3	23.262	2.59476161003113	2	0.993	5	FALSE
DNAJC3	ENST00000602402	Q13217	0.46229968480551	3	30.464	1.34950888156891	5	0.516	2	FALSE
RNFT2	ENST00000392549	Q96EX2	0.462286305733168	3	24.836	2.02482318878174	3	0.783	3	FALSE
NPR3	ENST00000265074	P17342	0.46227045283718	3	23.731	1.23613703250885	5	0.819	4	FALSE
ZSCAN32	ENST00000396852	Q9NX65	0.462264322479053	3	26.745	0.0302371215075254	9	1.392	7	FALSE
ALG3	ENST00000397676	Q92685	0.462203910521707	3	21.456	3.65775585174561	0	1.188	6	FALSE
DLGAP1	ENST00000315677	O14490	0.462202178431768	3	41.465	3.053786277771	1	0.254	0	FALSE
SYT17	ENST00000355377	Q9BSW7	0.462175871356618	3	19.661	2.20149898529053	3	0.926	4	FALSE
SLC35D3	ENST00000331858	Q5M8T2	0.462137630231461	3	10.493	1.98421311378479	3	0.872	4	FALSE
CSRNP2	ENST00000228515	Q9H175	0.462130695596712	3	18.877	1.56225192546844	4	0.334	1	FALSE
WTIP	ENST00000590071	A6NIX2	0.462092910576469	3	15.768	0.208282679319382	8	0.996	5	FALSE
SIRT5	ENST00000606117	Q9NXA8	0.462088781237569	3	19.679	0.615217089653015	7	1.235	6	FALSE
POMGNT2	ENST00000344697	Q8NAT1	0.46204051445455	3	18.028	3.11953282356262	1	1.01	5	FALSE
SLC9A3R2	ENST00000424542	Q15599	0.462015918412509	3	15	0.991052687168121	6	0.701	3	FALSE
ZNF260	ENST00000588993	Q3ZCT1	0.462013886594259	3	11.713	0.172955200076103	8	1.232	6	FALSE
HEY1	ENST00000354724	Q9Y5J3	0.461984118976227	3	11.779	2.28427886962891	2	0.777	3	FALSE
MFSD6	ENST00000281416	Q6ZSS7	0.461924407619368	3	25.148	2.2584502696991	2	0.822	4	FALSE
SUPV3L1	ENST00000359655	Q8IYB8	0.461911218104218	3	36.528	3.93150544166565	0	0.464	2	FALSE
GALNT12	ENST00000375011	Q8IXK2	0.461894706291434	3	21.954	2.32142615318298	2	0.941	4	FALSE
MTMR4	ENST00000323456	Q9NYA4	0.461879644189797	3	57.701	3.10659623146057	1	0.25	0	FALSE
JAG1	ENST00000254958	P78504	0.461874076549165	3	62.791	4.14164972305298	0	0.146	0	FALSE
USP21	ENST00000368002	Q9UK80	0.46185171025052	3	38.594	2.36925745010376	2	0.504	2	FALSE
GPSM2	ENST00000264126	P81274	0.461804767641324	3	36.376	1.36841320991516	5	0.864	4	FALSE
STXBP3	ENST00000370008	O00186	0.461794678039345	3	36.886	2.82833433151245	1	0.593	2	FALSE
SLC16A1	ENST00000538576	P53985	0.461785215612864	3	17.58	1.69891536235809	4	0.821	4	FALSE
ZMAT3	ENST00000311417	Q9HA38	0.461762281764366	3	14.181	0.828293323516846	7	1.018	5	FALSE
NFE2L1	ENST00000362042	Q14494	0.461711039745972	3	30.895	2.68170428276062	1	0.251	0	FALSE
LACTB	ENST00000261893	P83111	0.461709471452821	3	19.643	3.14008736610413	1	0.99	5	FALSE
DUS4L	ENST00000265720	O95620	0.461705413054915	3	14.1	1.9869030714035	3	1.114	5	FALSE
AUH	ENST00000375731	Q13825	0.461697167004137	3	18.893	2.27631950378418	2	0.964	5	FALSE
LRFN3	ENST00000246529	Q9BTN0	0.46167829058549	3	11.161	1.96300792694092	3	0.268	0	FALSE
SGTB	ENST00000381007	Q96EQ0	0.461621226954966	3	19.563	1.06520926952362	6	0.605	2	FALSE
GYG1	ENST00000345003	P46976	0.461545518374869	3	18.991	2.41097140312195	2	1.405	7	FALSE
SACS	ENST00000382292	Q9NZJ4	0.461541378705549	3	151.18	3.93452143669128	0	0.536	2	FALSE
VIPAS39	ENST00000553888	Q9H9C1	0.461511257175077	3	37.899	2.17376613616943	3	0.798	4	FALSE
AQP8	ENST00000219660	O94778	0.461509834174795	3	11.708	1.42264008522034	5	1.123	6	FALSE
PAH	ENST00000553106	P00439	0.461499596463323	3	28.613	1.58421742916107	4	1.502	7	FALSE
CHL1	ENST00000397491	O00533	0.461490205945918	3	60.156	2.13777804374695	3	0.6	2	FALSE
APBB2	ENST00000295974	Q92870	0.461481453106189	3	38.62	1.64910423755646	4	0.407	1	FALSE
HOXA6	ENST00000222728	P31267	0.461444841316114	3	10.121	3.16152191162109	1	1.535	7	FALSE
TRHDE	ENST00000261180	Q9UKU6	0.461412292432787	3	52.855	1.55322217941284	4	0.55	2	FALSE
TRAPPC9	ENST00000438773	Q96Q05	0.461399635008611	3	55.44	3.42560529708862	0	0.692	3	FALSE
MYLIP	ENST00000356840	Q8WY64	0.461388375128411	3	19.622	2.63915276527405	2	0.536	2	FALSE
WNT2	ENST00000265441	P09544	0.461356896125447	3	17.296	1.33579909801483	5	0.685	3	FALSE
SLCO5A1	ENST00000260126	Q9H2Y9	0.461325055272022	3	31.906	1.54872643947601	4	0.724	3	FALSE
SLC25A19	ENST00000580994	Q9HC21	0.461298883887928	3	12.024	2.11395812034607	3	0.524	2	FALSE
ARSI	ENST00000328668	Q5FYB1	0.461297787509827	3	22.215	2.15103125572205	3	1.414	7	FALSE
LRIG3	ENST00000320743	Q6UXM1	0.461176697881415	3	52.375	3.27082586288452	1	0.644	3	FALSE
ANKRD54	ENST00000215941	Q6NXT1	0.461077183852616	3	15.864	1.37129473686218	5	0.829	4	FALSE
EFNB3	ENST00000226091	Q15768	0.461071419554316	3	12.782	1.76678419113159	4	0.607	2	FALSE
TENM4	ENST00000278550	Q6N022	0.461051877129832	3	105.22	3.05896735191345	1	0.173	0	FALSE
PRKRIP1	ENST00000397912	Q9H875	0.461049446885872	3	12.665	0.655165314674377	7	1.761	8	FALSE
GREB1L	ENST00000580732	Q9C091	0.461035666478682	3	84.249	3.28165173530579	0	0.075	0	FALSE
PHKA2	ENST00000379942	P46019	0.461020084326569	3	48.789	3.09361028671265	1	0.373	1	FALSE
KIAA0195	ENST00000314256	Q12767	0.460995476932976	3	72.394	3.31608867645264	0	0.641	3	FALSE
CDC42BPB	ENST00000361246	Q9Y5S2	0.460957751409085	3	98.437	3.25735807418823	1	0.12	0	FALSE
MGAT5B	ENST00000569840	Q3V5L5	0.460937517626065	3	40.621	2.11063885688782	3	0.479	2	FALSE
TSHZ3	ENST00000240587	Q63HK5	0.460920656811289	3	27.213	4.35818004608154	0	0.285	0	FALSE
RAPGEF6	ENST00000509018	Q8TEU7	0.460902674481428	3	76.954	2.81608438491821	1	0.284	0	FALSE
NETO2	ENST00000562435	Q8NC67	0.460902190875537	3	29.594	1.149010181427	6	0.488	2	FALSE
SPIRE1	ENST00000409402	Q08AE8	0.460897894344478	3	37.315	1.65326881408691	4	0.455	2	FALSE
ACSL3	ENST00000357430	O95573	0.460880586152711	3	37.578	1.98532140254974	3	0.55	2	FALSE
RNF165	ENST00000269439	Q6ZSG1	0.460766627457847	3	19.848	1.68444490432739	4	0.317	1	FALSE
SUGP1	ENST00000247001	Q8IWZ8	0.46075299315515	3	33.736	2.74848556518555	1	0.271	0	FALSE
TPH1	ENST00000250018	P17752	0.460751940770437	3	23.468	1.39380502700806	5	0.933	4	FALSE
March11	ENST00000332432	A6NNE9	0.460741789510587	3	12.708	2.27273726463318	2	0.932	4	FALSE
CRTAC1	ENST00000370597	Q9NQ79	0.46072285704404	3	29.991	2.96963119506836	1	0.77	3	FALSE
HBS1L	ENST00000367837	Q9Y450	0.460666131983726	3	39.483	1.38378262519836	5	0.676	3	FALSE
March4	ENST00000273067	Q9P2E8	0.460643735780778	3	18.584	1.62924575805664	4	0.566	2	FALSE
EXOSC8	ENST00000389704	Q96B26	0.460620313106098	3	17.06	3.69719195365906	0	1.685	8	FALSE
ZNF768	ENST00000380412	Q9H5H4	0.460542285315663	3	18.372	0.922378301620483	6	0.498	2	FALSE
ANXA1	ENST00000376911	P04083	0.460516197561011	3	21.239	1.60528802871704	4	1.03	5	FALSE
ELN	ENST00000358929	P15502	0.460507765224118	3	46.985	1.18184852600098	6	0.89	4	FALSE
CYB5R3	ENST00000352397	P00387	0.460465729810895	3	16.088	1.12602710723877	6	0.976	5	FALSE
STAT4	ENST00000358470	Q14765	0.460437265247926	3	48.818	3.34188461303711	0	0.347	1	FALSE
PROX1	ENST00000435016	Q92786	0.460406314923759	3	28.492	4.41390752792358	0	0.272	0	FALSE
ANGPTL1	ENST00000367629	O95841	0.460271901148606	3	20.028	3.17576622962952	1	1.273	6	FALSE
UNC45B	ENST00000268876	Q8IWX7	0.460270148142746	3	44.761	2.10503435134888	3	0.909	4	FALSE
FBXO30	ENST00000237281	Q8TB52	0.460205838148664	3	26.449	1.35762023925781	5	0.448	1	FALSE
LENG8	ENST00000326764	Q96PV6	0.460200317888238	3	47.772	2.14729928970337	3	0.248	0	FALSE
HNRNPUL2	ENST00000301785	Q1KMD3	0.460196409178802	3	46.276	1.74830853939056	4	0.227	0	FALSE
STEAP2	ENST00000394622	Q8NFT2	0.460159607097143	3	22.63	1.22661983966827	5	0.967	5	FALSE
CHSY3	ENST00000305031	Q70JA7	0.460157744347333	3	29.977	3.22298765182495	1	0.566	2	FALSE
SUPT3H	ENST00000371459	O75486	0.460131109550851	3	20.313	1.65899074077606	4	1.314	7	FALSE
COL1A2	ENST00000297268	P08123	0.460109430840616	3	77.591	4.14292621612549	0	0.202	0	FALSE
MEX3C	ENST00000406189	Q5U5Q3	0.460107341441105	3	15.268	3.02414441108704	1	0.412	1	FALSE
KIAA1161	ENST00000297625	Q6NSJ0	0.46005732707193	3	19.921	1.47328126430511	5	1.34	7	FALSE
PSIP1	ENST00000380738	O75475	0.460005374363594	3	34.441	2.3190746307373	2	0.266	0	FALSE
LCLAT1	ENST00000309052	Q6UWP7	0.460005198530888	3	19.157	1.09830045700073	6	0.82	4	FALSE
GUSB	ENST00000304895	P08236	0.459999804080052	3	35.405	3.03615593910217	1	0.754	3	FALSE
HERC3	ENST00000264345	Q15034	0.459984223940337	3	56.371	3.21687197685242	1	0.388	1	FALSE
PHF12	ENST00000332830	Q96QT6	0.459977520279889	3	46.779	3.853924036026	0	0.135	0	FALSE
OXSM	ENST00000280701	Q9NWU1	0.459923602033971	3	13.585	3.63142156600952	0	1.156	6	FALSE
ALKBH6	ENST00000252984	Q3KRA9	0.459901180439447	3	11.996	1.66144824028015	4	0.763	3	FALSE
ACSL6	ENST00000379240	Q9UKU0	0.459897056665887	3	41.861	3.93484711647034	0	0.494	2	FALSE
ACP5	ENST00000412435	P13686	0.459852602759453	3	12.637	1.65318918228149	4	0.724	3	FALSE
JAK2	ENST00000381652	O60674	0.45982592731227	3	60.571	3.15217638015747	1	0.341	1	FALSE
DCK	ENST00000286648	P27707	0.459800705066896	3	16.389	1.47704994678497	5	1.035	5	FALSE
POLR3E	ENST00000299853	Q9NVU0	0.459762302188703	3	42.927	2.85300970077515	1	0.453	2	FALSE
SVOPL	ENST00000419765	Q8N434	0.459746316085217	3	25.96	3.1897885799408	1	0.982	5	FALSE
SP6	ENST00000342234	Q3SY56	0.459721885380362	3	10.182	1.10211157798767	6	0.761	3	FALSE
ZNF879	ENST00000444149	B4DU55	0.459710251865996	3	20.764	0.49942684173584	8	0.995	5	FALSE
BMP6	ENST00000283147	P22004	0.459694544489879	3	22.263	1.71597266197205	4	0.411	1	FALSE
AMIGO1	ENST00000369862	Q86WK6	0.459688401350474	3	12.584	1.70306503772736	4	0.238	0	FALSE
ARHGEF10L	ENST00000361221	Q9HCE6	0.459680007919475	3	60.449	2.90893507003784	1	0.442	1	FALSE
ODF2	ENST00000434106	Q5BJF6	0.459616784970332	3	49.8	2.26807260513306	2	0.464	2	FALSE
ATP1A4	ENST00000368081	Q13733	0.459570707233754	3	54.32	2.79166054725647	1	0.938	4	FALSE
CALCRL	ENST00000410068	Q16602	0.459531597980952	3	26.023	2.96813726425171	1	0.298	1	FALSE
